skz,name,street,zip,city,phone,email,website,principal,school_type
401056,"Bundesgymnasium und wirtschaftskundliches Bundesrealgymnasium Linz, Körnerstraße",Körnerstraße 9,4020,Linz,0732 774 252,s401056@bildung.gv.at,http://www.koernerschule.at,Frau Wilbirg Binder,Všeobecná střední škola (gymnázium)
401061,"VS 10, Grillparzerschule",Grillparzerstraße 49,4020,Linz,0732 652 396,s401061@schule-ooe.at,https://www.vs10linz.at,Frau Nina Reumayr,Základní škola
401062,"Mittelschule 11, Diesterwegschule",Khevenhüllerstraße 3,4020,Linz,0732 663 832-12,s401062@schule-ooe.at,http://www.nms11.at,Herr Michael Haas,Nižší střední škola
401063,Landesschulzentrum für Hör- und Sehbildung<br>Michael-Reitter-Landessonderschule und Sonderpädagogisches Zentrum für Sinnesbeeinträchtigte,Kapuzinerstraße 40a,4020,Linz,0732 77 20 - 55400,s401063@schule-ooe.at,http://www.lszhs.eduhi.at,Frau Irene Mühlbach,Speciální škola
401065,Berufsschule Linz 1,Reindlstraße 48-50,4040,Linz,0732 77 20-35700,bs-linz1.post@ooe.gv.at,http://www.bs-linz1.ac.at,Frau Edith Eisner,Odborné učiliště
401066,Bischöfliches Gymnasium Petrinum Linz,Petrinumstraße 12,4040,Linz,0732 736 581-4411,s401066@bildung.gv.at,https://www.petrinum.at,Herr Stefan Hametner,Všeobecná střední škola (gymnázium)
401071,"VS 12, Otto-Glöckel-Schule",Wiener Straße 42,4020,Linz,0732 656 016,s401071@schule-ooe.at,,Frau Petra Wurdinger,Základní škola
401072,"Musikmittelschule 12, Harbachschule<br>Musikmittelschule",Keplerstraße 13a,4040,Linz,0732 732 115,s401072@schule-ooe.at,http://www.harbachschule.at,Frau Bettina Pointner,Nižší střední škola
401073,"Allgem. Sonderschule 6, Neue Heimat<br>""Schule für dich und mich""",Flötzerweg 61a,4030,Linz,0732 383 228,s401073@schule-ooe.at,https://www.aso6.at,Herr Manfred Keplinger,Speciální škola
401075,Berufsschule Linz 2,Wiener Straße 181,4020,Linz,0732 77 20-35800,bs-linz2.post@ooe.gv.at,http://www.bs-linz2.ac.at,Frau Petra Burg,Odborné učiliště
401076,"Oberstufenrealgymnasium der Diözese Linz, Stifterstraße<br>Adalbert Stifter Gymnasium",Stifterstraße 27,4020,Linz,0732 776 2-12,s401076@bildung.gv.at,http://www.stiftergym.org,Herr Andreas Thiel,Všeobecná střední škola (gymnázium)
401081,"VS 14, Weberschule",Webergasse 1,4040,Linz,0732 731 188,s401081@schule-ooe.at,http://www.weberschule.at/,Frau Helga Zeiringer,Základní škola
401082,"Mittelschule 14, Spallerhofschule Linz",Tungassingerstraße 23,4020,Linz,0732 341 570,s401082@schule-ooe.at,https://www.nms14linz.at,Herr Robert Adelsmair,Nižší střední škola
401083,Heilstättenschule Linz,Willingerstraße 22,4020,Linz,0732 349 271-53,s401083@schule-ooe.at,https://www.heilstaettenschule-linz.at,Herr Michael Kropf,Speciální škola
401085,Berufsschule Linz 8,Glimpfingerstraße 8b,4020,Linz,0732 77 20-36400,bs-linz8.post@ooe.gv.at,http://www.bs-linz8.ac.at,Herr Georg Burg,Odborné učiliště
401086,"Bundesgymnasium und Bundesrealgymnasium Linz, Khevenhüllerstraße",Khevenhüllerstraße 1,4020,Linz,0732 667 279,s401086@bildung.gv.at,http://www.khev.at,Herr Andreas Pree,Všeobecná střední škola (gymnázium)
401091,"VS 17, Löwenfeldschule",Zeppelinstraße 44,4030,Linz,0732 302 777,s401091@schule-ooe.at,,Frau Gertrud Pramhas,Základní škola
401092,"Mittelschule 15, Leonardo da Vinci Schule Linz<br>NMS mit künstlerisch-kreativem Schwerpunkt",Jahnstraße 3-5,4040,Linz,0732 731 495,s401092@schule-ooe.at,http://www.hs15kreativ.at,Frau Sibylle Essl,Nižší střední škola
401095,Berufsschule Linz 9,Wiener Straße 181,4020,Linz,0732 77 20-36500,bs-linz9.post@ooe.gv.at,http://www.bs-linz9.ac.at,Herr Stefan Hutter,Odborné učiliště
401102,"Mittelschule 17, Dr.-Karl-Renner-Schule Linz",Flötzerweg 88,4030,Linz,0732 383 687,s401102@schule-ooe.at,https://www.mittelschule17-linz.at/,Frau Sonja Ablinger,Nižší střední škola
401105,Berufsschule Linz 10,Glimpfingerstraße 8d,4020,Linz,0732 77 20-36600,bs-linz10.post@ooe.gv.at,http://www.bs-linz10.ac.at,Frau Hildegard Hunger,Odborné učiliště
401106,"Gymnasium und wirtschaftskundliches Realgymnasium des Schulvereins der Kreuzschwestern in Linz, Stockhofstraße",Stockhofstraße 10,4020,Linz,0732 664 871-2301,s401106@bildung.gv.at,http://www.kslinz.at/ahs,Herr Stefan Schuhmann,Všeobecná střední škola (gymnázium)
401111,"VS 21, Spallerhofschule",Tungassingerstraße 23,4020,Linz,0732 346 129,s401111@schule-ooe.at,http://schulen.eduhi.at/vs21-linz,Frau Ulrike Geier,Základní škola
401114,Polytechnische Schule Linz I,Tungassingerstraße 23,4020,Linz,0732 346 306,s401114@schule-ooe.at,http://www.poly.at,Frau Daniela Stumptner,Polytechnická škola
401116,"Bundesgymnasium und Bundesrealgymnasium für Berufstätige Linz, Spittelwiese",Spittelwiese 14,4020,Linz,0732 772 637,s401116@bildung.gv.at,http://www.abendgym.at,Frau Maria-Luise Walser,Všeobecná střední škola (gymnázium)
401121,"VS 23, Dr.-Adolf-Schärf-Schule",Resselstraße 8,4030,Linz,0732 307 035,s401121@schule-ooe.at,http://vs23-linz.jimdo.com,Frau Karin Wascher,Základní škola
401126,"Bundesrealgymnasium Linz, Hamerlingstraße",Hamerlingstraße 18,4020,Linz,0732 652 062-0,s401126@bildung.gv.at,http://www.brghamerling.eduhi.at,Herr Michael Schneider,Všeobecná střední škola (gymnázium)
401136,"Bundesgymnasium und Bundesrealgymnasium Linz, Ramsauerstraße",Ramsauerstraße 94,4020,Linz,0732 341 424,s401136@bildung.gv.at,http://www.bg-rams.ac.at,Herr Thomas Riedl,Všeobecná střední škola (gymnázium)
401146,"Bundesrealgymnasium Linz, Landwiedstraße",Landwiedstraße 82,4020,Linz,0732 38 38 32,s401146@bildung.gv.at,https://www.brglandwied.at/,Herr Herwig Wingert,Všeobecná střední škola (gymnázium)
401156,"Bundesgymnasium und Bundesrealgymnasium Linz, Peuerbachstraße",Peuerbachstraße 35,4040,Linz,0732 732 614,s401156@bildung.gv.at,http://www.georgvonpeuerbach.at,Herr Herbert Kirschner,Všeobecná střední škola (gymnázium)
401171,"VS 33, Dorfhalleschule",Franckstraße 70,4020,Linz,0732 654 533,s401171@schule-ooe.at,https://www.vs33-linz.at,Herr Franz Waltenberger,Základní škola
401172,"Mittelschule 10, Löwenfeldschule Linz",Zeppelinstraße 44,4020,Linz,0732 307 245,s401172@schule-ooe.at,https://www.löwenfeldschule.at,Herr Sebastian Letzbor,Nižší střední škola
401181,"VS 35, Volksschule Neue Heimat<br>Schule der Vielfalt",Siemensstraße 58,4030,Linz,0732 380 638,s401181@schule-ooe.at,https://www.vs35.at,Frau Hedwig Beuer,Základní škola
401186,Bundesrealgymnasium solarCity Linz,Heliosallee 140-142,4030,Linz,0732 32 00 81,s401186@bildung.gv.at,http://www.brg-solarcity.at,Frau Sabine Wansch,Všeobecná střední škola (gymnázium)
401191,"VS 37, Karlhofschule",Hölderlinstraße 9,4040,Linz,0732 732 575,s401191@schule-ooe.at,https://www.karlhofschule.at,Frau Daniela Bachmann,Základní škola
401196,Privates Reformpädagogisches Oberstufenrealgymnasium des evangelischen Schulerhaltervereins Linz,Peter-Behrens-Platz 4,4020,Linz,,s401196@bildung.gv.at,,Frau Ulrike Schmidt-Zachl,Všeobecná střední škola (gymnázium)
401202,"Mittelschule 18, Dr.-Karl-Renner-Schule Linz",Flötzerweg 88,4030,Linz,0732 38061721,s401202@schule-ooe.at,https://www.mittelschule18linz.at/,Herr Reinhard Straßer-Kreisel,Nižší střední škola
401222,"Musikmittelschule 22, Dr.-Ernst-Koref-Schule<br>Musikschwerpunkt",Ramsauerstraße 61,4020,Linz,0732 343 005,s401222@schule-ooe.at,http://www.hs22-linz.eduhi.at,Herr Roland Kaffenda,Nižší střední škola
401231,"VS 9, Froschbergschule",Ziegeleistraße 29,4020,Linz,0732 655 041,s401231@schule-ooe.at,https://www.froschbergschule.at,Frau Barbara Lauseker,Základní škola
401232,"Mittelschule 23, Ebelsberger Schule Linz",Ebelsberger Schloßweg 26,4033,Linz,0732 301 658-13,s401232@schule-ooe.at,http://www.ms23-linz.at,Herr Alfred Klement,Nižší střední škola
401252,Priv. Mittelschule des Schulvereins der Kreuzschwestern,Stockhofstraße 10,4020,Linz,0732 664 871-2303,s401252@schule-ooe.at,http://www.schulen.kreuzschwestern.at,Herr Thomas Sinnhuber,Nižší střední škola
401262,Private Mittelschule Linz des Vereins für Franziskanische Bildung,Brucknerstraße 8,4020,Linz,0732 652 256,s401262@schule-ooe.at,https://www.brucknerschule.com/,Frau Petra Ratschenberger,Nižší střední škola
401271,"VS 16, Sonnensteinschule",Jahnstraße 7,4040,Linz,0732 731 450,s401271@schule-ooe.at,http://vs16.jimdo.com,Frau Doris Gruber,Základní škola
401282,Europaschule - Linz<br>Praxismittelschule der Pädagogischen Hochschule Oberösterreich,Lederergasse 35,4020,Linz,0732 74 70-3500,s401282@schule-ooe.at,http://www.europaschule-linz.at,,Nižší střední škola
401291,"VS 20, Diesterwegschule",Khevenhüllerstraße 3,4020,Linz,0732 66 30 46,s401291@schule-ooe.at,http://www.vs-diesterweg.at,Frau Edeltraut Kufleitner,Základní škola
401292,Adalbert-Stifter-Praxismittelschule der priv. Pädagogischen Hochschule der Diözese Linz,Salesianumweg 5,4020,Linz,0732 772 666-4751,s401292@schule-ooe.at,http://www.stifterschule.at,,Nižší střední škola
401302,"Mittelschule 27, Bertha-von-Suttner-Schule Linz<br>Informatik-NMS",Dornacherstraße 35,4040,Linz,0732 750 829,s401302@schule-ooe.at,http://www.nms27.at,Frau Sabine Stwora,Nižší střední škola
401312,"Mittelschule 26, Ferdinand-Hüttner-Schule Linz",Wieningerstraße 15,4020,Linz,0732 382 627,s401312@schule-ooe.at,http://www.nms26-linz.at,Frau Anita Wöß,Nižší střední škola
401321,"VS 26, E.V.A. Harbachschule",Keplerstraße 11,4040,Linz,0732 732 022,s401321@schule-ooe.at,http://www.vsharbach.at,Herr Gregor Mayr,Základní škola
401322,Sportmittelschule Linz-Kleinmünchen,Meindlstraße 25,4030,Linz,0732 305 262,s401322@schule-ooe.at,https://www.sportmittelschulelinz.at,Herr Johann Freudenthaler,Nižší střední škola
401331,"VS 28, Dr.-Karl-Renner-Schule",Flötzerweg 61,4030,Linz,0732 38 36 47,s401331@schule-ooe.at,http://www.dr-karl-renner-schule.at,Herr Peter Walchshofer,Základní škola
401341,"VS 30, Dr.-Ernst-Koref-Schule<br>Volksschule mit musikalischer Schwerpunktsetzung",Ramsauerstraße 61,4020,Linz-Bindermichl,0732 343 536,s401341@schule-ooe.at,http://www.vs30linz.at,Frau Christa Konrad,Základní škola
401351,"VS 32, Keferfeldschule<br>Volksschule mit kreativem Schwerpunkt",Seeauerweg 1,4020,Linz,0732 670 016,s401351@schule-ooe.at,https://www.vs32-linz.com,Frau Birgit Rödhammer,Základní škola
401391,"VS 39, Margarethenschule",St. Margarethen 23,4020,Linz,0732 774 622-11,s401391@schule-ooe.at,http://www.margarethenschule.eduhi.at,Frau Bettina Karlhuber,Základní škola
401401,"VS 40, Mengerschule",Mengerstraße 25,4040,Linz,0732 245 529,s401401@schule-ooe.at,http://mengerschule.jimdo.com,Frau Herta Keber,Základní škola
401411,"VS 41, Pöstlingbergschule",Samhaberstraße 48,4040,Linz,0732 731 446,s401411@schule-ooe.at,https://klassenpinnwand.at/vs41poestlingbergschule,Frau Nikola Mader,Základní škola
401417,Höhere Technische Bundeslehranstalt Linz 1<br>HTL1 BAU UND DESIGN,Goethestraße 17,4020,Linz,0732 662 602,s401417@bildung.gv.at,http://www.htl1.at,Herr Christian Armbruster,Technická škola
401419,Schule für Sozialbetreuungsberufe des Konvents der Barmherzigen Brüder in Linz,Kaplanhofstraße 40,4020,Linz,0732 234217,s401419@bildung.gv.at,http://https://www.barmherzige-brueder.at/unit/issn/gehoerlosigkeit/arbeitbildung/viscom,,Humanitně zaměřená škola
401421,"VS 42, Magdalenaschule",Oberbairinger Straße 1,4040,Linz,0732 250 439,s401421@schule-ooe.at,https://www.vsmagdalena.at,Frau Elisabeth Lonsing,Základní škola
401428,"Bundeshandelsakademie und Bundeshandelsschule Linz, Rudigierstraße",Rudigierstraße 6,4020,Linz,0732 772 206,s401428@bildung.gv.at,http://www.hak-linz.at,Frau Barbara Hansmaier-Strassern,Obchodní škola
401431,"VS 43, Stadlerschule",Stadlerstraße 45,4020,Linz,0732 344 039,s401431@schule-ooe.at,http://vs43.eduhi.at,Herr Hermann Bauer,Základní škola
401439,Höhere gewerbliche Bundeslehranstalt (Fachrichtung Mode und Bekleidungstechnik) Linz,Blütenstraße 23,4040,Linz,0732 738 347,s401439@bildung.gv.at,http://www.hblalentia.at,Frau Denise da Silva-Deplanque,Humanitně zaměřená škola
401441,"VS 44, Volksschule Pichling",Rathfeldstraße 69,4030,Linz,0732 320 199,s401441@schule-ooe.at,https://vs44-pichling.at,Frau Nina Ortner,Základní škola
401451,"VS 45, Hausleitnerschule<br>Lernwerkstatt für Kopf-Herz und Hand",Hausleitnerweg 52,4020,Linz,0732 347 210,s401451@schule-ooe.at,https://www.vs45.at,Frau Karin Auzinger,Základní škola
401459,Fachschulen für wirtschaftliche Berufe der Schwestern Oblatinnen des Hl. Franz von Sales,Kapellenstraße 8-10,4040,Linz,0732 731 485,s401459@bildung.gv.at,http://www.fachschulen-oblatinnen.at,Herr Wolfgang Waxenegger,Humanitně zaměřená škola
401461,"VS 46, Theodor-Grill-Schule",Im Scharmühlwinkel 3,4030,Linz,0732 302 015,s401461@schule-ooe.at,http://vs46.jimdo.com,Frau Magdalena Czepl,Základní škola
401467,Höhere Technische Bundeslehranstalt Linz 2<br>LiTEC Linzer Technikum,Paul-Hahn-Straße 4,4020,Linz,0732 770 301,s401467@bildung.gv.at,https://www.litec.ac.at,Frau Anja Weiermann,Technická škola
401471,"VS 47, Dr.-Adolf-Schärf-Schule",Resselstraße 4-6,4030,Linz,0732 302 728-11,s401471@schule-ooe.at,http://vs47linz.my.canva.site,Herr Franz Bicek,Základní škola
401479,Schule für Sozialbetreuungsberufe der Caritas für Betreuung und Pflege Linz,Schiefersederweg 53,4040,Linz,0732 732 466,s401479@bildung.gv.at,http://www.fachschule-sozialberufe.at,Frau Ursula Robausch-Weichhart,Humanitně zaměřená škola
401481,"VS 48, Edmund-Aigner-Schule",Händelstraße 42,4020,Linz,0732 653 144,s401481@schule-ooe.at,,Frau Doris Grinzinger,Základní škola
401491,"VS 49, Robinson-Schule",Kaltenhauserstraße 2,4040,Linz,0732 733 278,s401491@schule-ooe.at,http://www.robinson-schule.eduhi.at,Frau Barbara Brandstätter,Základní škola
401501,Europaschule - Linz<br>Praxisvolksschule der Pädagogischen Hochschule Oberösterreich,Lederergasse 35,4020,Linz,0732 74 70-3500,s401501@schule-ooe.at,http://www.europaschule-linz.at,,Základní škola
401531,Adalbert-Stifter-Praxisvolksschule der Priv. Pädagogischen Hochschule der Diözese Linz,Kapuzinerstraße 51,4020,Linz,0732 772 666-4781,s401531@schule-ooe.at,https://pvs.ph-linz.at,Herr Stefan Radinger,Základní škola
401540,Konservatorium für Kirchenmusik der Diözese Linz,Petrinumstraße 12/16,4020,Linz,0732 736 581-4445,s401540@bildung.gv.at,http://www.kons-linz.at,,Humanitně zaměřená škola
401541,"VS 2, Bertha von Suttner-Schule",Dornacher Straße 33,4040,Linz,0732 245 837,s401541@schule-ooe.at,http://www.vs2linz.jimdo.at,Frau Michaela Forstner,Základní škola
401546,Europagymnasium Linz-Auhof,Aubrunnerweg 4,4040,Linz,0732 245 867,s401546@bildung.gv.at,http://www.europagym.at,Frau Andrea Obermayr-Rauter,Všeobecná střední škola (gymnázium)
401548,Bundeshandelsakademie und Bundeshandelsschule Linz-Auhof,Aubrunnerweg 4,4040,Linz,0732 245 491,s401548@bildung.gv.at,https://www.balinzauhof.at,Frau Irene Ackerlauer,Obchodní škola
401551,"VS 50, Ferdinand-Hüttner-Schule",Wieningerstraße 17,4020,Linz,0732 382 638,s401551@schule-ooe.at,http://vs50linz.schule.at,Frau Gabriele Kanakis,Základní škola
401561,"VS 51, Auhofschule",Aubrunnerweg 43,4040,Linz,0732 245 553,s401561@schule-ooe.at,https://vs51.jimdofree.com,Frau Herta Keber,Základní škola
401569,Höhere Bundeslehranstalt für wirtschaftliche Berufe Linz-Auhof,Aubrunnerweg 4,4040,Linz,0732 750 903,S401569@bildung.gv.at,http://www.hlwauhof.at/,Frau Petra Reisinger,Humanitně zaměřená škola
401571,Freie Waldorfschule,Baumbachstraße 11,4020,Linz,0732 776 259,s401571@schule-ooe.at,http://www.waldorfschule-linz.at,,Základní škola
401581,"VS 3, Auwiesenschule",Allendeplatz 1,4030,Linz,0732 305 293,s401581@schule-ooe.at,http://schulen.eduhi.at/vs3-linz,Frau Birgit Feiner,Základní škola
401591,"VS 52, Volksschule Solarcity-Pichling",Heliosallee 140-142,4033,Linz-Ebelsberg,0732 321 793-11,s401591@schule-ooe.at,http://schulen.eduhi.at/vs52-linz,Frau Sabine Strack,Základní škola
401601,Priv. Volksschule des Schulvereins der Siebenten-Tags-Adventisten,Thanhoferstraße 13,4030,Linz,0732 603 413,s401601@schule-ooe.at,http://www.privatschule-linz.at,,Základní škola
401609,Höhere Bundeslehranstalt für künstlerische Gestaltung Linz,Garnisonstraße 25,4020,Linz,0732 775 301,s401609@bildung.gv.at,https://www.hbla-kunst.at,Herr Peter Klimitsch,Humanitně zaměřená škola
401610,Bildungsanstalt für Elementarpädagogik des Schulvereins der Kreuzschwestern Linz,Stockhofstraße 10,4020,Linz,0732 664 871-2326,s401610@bildung.gv.at,http://www.ksl.eduhi.at/bafep,Frau Doris Christina Mayer,Humanitně zaměřená škola
401611,Priv. Volksschule des Schulvereins der Kreuzschwestern,Stockhofstraße 10,4020,Linz,0732 664 871-2303,s401611@schule-ooe.at,http://www.schulen.kreuzschwestern.at,,Základní škola
401619,"Höhere Bundeslehranstalt für wirtschaftliche Berufe Linz, Landwiedstraße",Landwiedstraße 80,4020,Linz,0732 382 698,s401619@bildung.gv.at,http://www.hblw-landwied.at,Frau Regina Traunmüller,Humanitně zaměřená škola
401621,Private Volksschule Linz des Vereins für franziskanische Bildung,Brucknerstraße 8,4020,Linz,0732 652 256,s401621@schule-ooe.at,https://www.brucknerschule.com,,Základní škola
401631,Privatschule „Anton Bruckner International School Upper Austria“ des Vereins „ABIS - Association of Anton Bruckner International School“<br>Privatschule „Anton BrucknerInternational School Upper Austria“ des Vereins„ABIS - Association of Anton Bruckner International School“Genehmigung des Organisationsstatutes ab dem Schuljahr 2022/23,Wildbergstraße 18,4040,Linz,0732 757 061,s401631@schule-ooe.at,http://www.antonbruckner-is.at,Frau Gabriele Untersperger,Základní škola
401649,Schule für Sozialbetreuungsberufe der Caritas für Menschen mit Behinderung Linz,Salesianumweg 3,4020,Linz,0732 772 666-23,s401649@bildung.gv.at,https://www.sob-linz.at/,Frau Cornelia Zefferer,Humanitně zaměřená škola
401651,Volksschule der Privatschule für Bildung und Entfaltung Linz GmbH,Am Fünfundzwanziger Turm 22,4020,Linz,,s401651@schule-ooe.at,http://www.bel-privatschule.at,,Základní škola
401660,Pädagogische Hochschule Oberösterreich,Kaplanhofstraße 40,4020,Linz,0732 74 70-0,personalabteilung@ph-ooe.at,https://ph-ooe.at,,Střední a vyšší školy pro přípravu učitelů
401661,"Privatschule ""Freie Schule Linz"" des Vereins ""Selbstbestimmtes Lernen""",Bockgasse 16,4020,Linz,,s401661@schule-ooe.at,http://www.freie-schule.at,,Základní škola
401670,Private Pädagogische Hochschule der Diözese Linz,Salesianumweg 3,4020,Linz,0732 772 666,office@ph-linz.at,https://www.phdl.at,,Jiné
401671,"Private Schule ""Die Lerche - Ambleside Schule Linz""",Lissagasse 4,4020,Linz,0650 2526930,s401671@schule-ooe.at,https://dielerche.at,Frau Sabine Altmüller,Základní škola
401681,"Schule für verbundenes Lernen des Vereins ""Verein für Freudvolles Wachsen und Soziales und Kognitives Lernen""",Schiefersederweg 53,4040,Linz,,info@freudvolleswachsen.at,,,Základní škola
401689,Höhere Lehranstalt für wirtschaftliche Berufe des Schulvereins der Kreuzschwestern Linz,Stockhofstraße 10,4020,Linz,0732 664 871-2301,kslinzsek@eduhi.at,http://https://www.schulen.kreuzschwestern.at/de/hlw-linz,Herr Stefan Schuhmann,Humanitně zaměřená škola
401730,HBLA Elmberg,Elbergerweg 65,4040,Linz,0732 2456 03,direktion@elmberg.at,https://www.elmberg.at/,,Zemědělská škola
401820,Bundessportakademie Linz,Auf der Gugl 30,4020,Linz,0732 652-322,infoLinz@bspa.at,http://linz.bspa.at,,Jiné
401830,"Bundesbildungsanstalt für Elementarpädagogik Linz, Lederergasse",Lederergasse 32d,4020,Linz,0732 776 113,office@bafep-linz.at,http://www.bafep-linz.at,Frau Monika Pfligl-Puchner,Humanitně zaměřená škola
401840,Bildungsanstalt für Sozialpädagogik - Kolleg für Sozialpädagogik der Diözese Linz,Salesianumweg 3,4020,Linz,0732 772 666 4753,barbara.gut@spk-linz.at,http://www.phdl.at/studium/kolleg_sozialpaedagogik/das_kolleg/,Frau Barbara Gut,Humanitně zaměřená škola
402011,Volksschule Promenade/Berggasse<br>Dr. Rudolf Kirchschläger-Schule,Promenade 16,4400,Steyr,07252 530 73-30,s402011@schule-ooe.at,http://www.vspromenade.com,Frau Beatrix Brunner,Základní škola
402012,Mittelschule/Musikmittelschule Steyr Promenade<br>Dr. Rudolf Kirchschläger-Schule1,Promenade 16,4400,Steyr,07252 530 73-10,s402012@schule-ooe.at,http://schulen.eduhi.at/hs1-promenade.steyr,Frau Irene Daichendt,Nižší střední škola
402013,Landesschule Steyr-Gleink Sondererziehungsschule,Gleinker Hauptstraße 7,4407,Steyr-Gleink,07252 730 52-1,s402013@schule-ooe.at,http://lss-steyr-gleink.ac.at,Herr Andreas Aichinger,Speciální škola
402015,Berufsschule Steyr 1,Otto-Pensel-Straße 14,4400,Steyr,0732 77 20-37200,bs-steyr1.post@ooe.gv.at,http://www.bs-steyr1.ac.at,Herr Harald Ebenhofer,Odborné učiliště
402016,"Bundesrealgymnasium Steyr, Michaelerplatz",Michaelerplatz 6,4400,Steyr,07252 722 55,s402016@bildung.gv.at,https://brgsteyr.at,Herr Gerald Bachmayr,Všeobecná střední škola (gymnázium)
402021,Volksschule Resthof,Resthofstraße 40,4400,Steyr,07252 808 00-10,s402021@schule-ooe.at,http://www.vs-resthof.jimdo.com,Frau Kerstin Öllinger,Základní škola
402022,"Mittelschule 1, Steyr-Ennsleite<br>Kopernikusschule",Kopernikusstraße 12a,4400,Steyr,07252 429 96-10,s402022@schule-ooe.at,http://schulen.eduhi.at/hs1ennsleite_steyr,Frau Brigitte Strasser,Nižší střední škola
402026,"Bundesgymnasium und Bundesrealgymnasium Steyr, Leopold-Werndl-Straße",Leopold-Werndl-Straße 5,4400,Steyr,07252 522 56,s402026@bildung.gv.at,https://www.bg-steyr.at,Herr Florian Bachofner-Mayr,Všeobecná střední škola (gymnázium)
402033,Sonderschule 1 Industriestraße - Steyrdorfschule,Industriestraße 4,4400,Steyr,07252 760 77,s402033@schule-ooe.at,http://https://steyrdorfschule.jimdofree.com,Frau Daniela Kerbl,Speciální škola
402041,Volksschule Ennsleite<br>Otto-Glöckel-Schule,Otto-Glöckel-Straße 6,4400,Steyr,07252 435 26-30,s402041@schule-ooe.at,https://www.vs-ennsleite.at,Frau Christina Zeller,Základní škola
402042,Sportmittelschule Steyr,Taschelried 1,4400,Steyr,07252 844 02-10,s402042@schule-ooe.at,https://www.sms-steyr.com/,Herr Nikolaus Felbermayr,Nižší střední škola
402051,Volksschule Punzerstraße,Punzer-Straße 73-75,4400,Steyr,07252 731 66-30,s402051@schule-ooe.at,http://punzerschule.jimdo.com,Frau Eva Maria Anselgruber,Základní škola
