skz,name,street,zip,city,phone,email,website,principal,school_type
407417,Höhere Technische Bundeslehranstalt Hallstatt,Lahnstraße 69,4830,Hallstatt,06134 82 14-0,s407417@bildung.gv.at,http://schulen.eduhi.at/hallstatt,Herr Christoph Preimesberger,Technická škola
408014,Polytechnische Schule Grieskirchen,Parzer Schulstraße 1,4710,Grieskirchen,07248 626 80-11,s408014@schule-ooe.at,http://www.pts-grieskirchen.at,Herr Franz Viktor Pilz,Polytechnická škola
408427,Höhere Technische Bundeslehranstalt Grieskirchen,Parzer Schulstraße 1,4710,Grieskirchen,07248 643 150,office@htl-grieskirchen.at,http://htl-grieskirchen.eduhi.at,Herr Torsten Welsch,Technická škola
409034,Polytechnische Schule Kirchdorf,Ertlstraße 4,4560,Kirchdorf an der Krems,07582 622 93,s409034@schule-ooe.at,http://schulen.eduhi.at/pts-kdf,Herr Johann Huber,Polytechnická škola
410014,Polytechnische Schule Traun,Untere Dorfstraße 145,4050,Traun,07229 612 44,s410014@schule-ooe.at,http://schulen.eduhi.at/pts-traun,Herr Martin Veigl,Polytechnická škola
410034,Polytechnische Schule Leonding,Limesstraße 6,4060,Leonding,0732 671 482-10,s410034@schule-ooe.at,https://www.psleonding.at,Herr Klaus Denkmair,Polytechnická škola
410094,Polytechnische Schule Enns,Hanuschstraße 25,4470,Enns,07223 815 15,s410094@schule-ooe.at,http://http://www.ptsenns.eduhi.at/,Herr Christoph Weiss,Polytechnická škola
410427,Höhere Technische Bundeslehranstalt Leonding,Limesstraße 12-14,4060,Leonding,0732 673 368-0,s410427@bildung.gv.at,http://www.htl-leonding.ac.at,Herr Richard Kainerstorfer,Technická škola
410457,Höhere technische Bundeslehranstalt für Informations- und Kommunikationstechnologie und Bundesfachschule für Informationstechnik,Bahnhofstraße 52,4050,Traun,07229 623 11,s410457@bildung.gv.at,http://www.htltraun.at,Frau Doris Riha,Technická škola
411044,Polytechnische Schule Perg,Dirnbergerstraße 45,4320,Perg,07262 571 01-11,s411044@schule-ooe.at,http://schulen.eduhi.at/pts_perg,Herr Thomas Katzenschläger,Polytechnická škola
411457,Höhere Technische Bundeslehranstalt Perg,Machlandstraße 48,4320,Perg,07262 539 26,s411457@bildung.gv.at,https://www.htl-perg.ac.at/,Herr Michael Buchberger,Technická škola
412014,Polytechnische Schule Ried,Peter-Rosegger-Straße 10,4910,Ried im Innkreis,07752 820 06,s412014@schule-ooe.at,https://pts.ried.at/moodle,Herr Markus Tumeltshammer,Polytechnická škola
412477,Höhere Technische Bundeslehranstalt Ried,Molkereistraße 2,4910,Ried im Innkreis,07752 889 977-0,office@htl-ried.at,http://www.htl-ried.at,Herr Wolfgang Billinger,Technická škola
413034,Polytechnische Schule Neufelden,Amesfurth 2,4120,Neufelden,07282 866 33,s413034@schule-ooe.at,https://www.pts-neufelden.at,Herr Heinz Peherstorfer,Polytechnická škola
413044,Polytechnische Schule Aigen-Schlägl,Schlägler Hauptstraße 2,4160,Aigen-Schlägl,07281 200 07,s413044@schule-ooe.at,https://ptsaigenschlaegl.jimdofree.com/,Herr Reinhold Petz,Polytechnická škola
413417,Technische Fachschule des Landes Oberösterreich,Grubberg 3,4170,Haslach an der Mühl,0732 77 20-34500,tfs-haslach.post@ooe.gv.at,http://www.tfs-haslach.at,Frau Hildegard Prem,Technická škola
413447,Höhere Technische Bundeslehranstalt Neufelden,Höferweg 47,4120,Neufelden,07282 59 55,s413447@bildung.gv.at,http://www.atn.nu,Herr Günther Oberaigner,Technická škola
414437,Höhere Technische Bundeslehranstalt Andorf,Hannes-Schrattenecker-Straße 1,4770,Andorf,07766 411 00,s414437@bildung.gv.at,https://www.andorftechnologyschool.at,Herr Josef Karl,Technická škola
416014,Polytechnische Schule Ottensheim,Bahnhofstraße 7a,4100,Ottensheim,07234 843 55-18,s416014@schule-ooe.at,http://www.poly.ottensheim.at,Frau Elfriede Draxler,Polytechnická škola
416044,Polytechnische Schule Bad Leonfelden,Kurhausstraße 9A,4190,Bad Leonfelden,07213 65 60,s416044@schule-ooe.at,https://www.ptsleon.at,Frau Elfriede Draxler,Polytechnická škola
417034,Polytechnische Schule Vöcklabruck,Salzburger Straße 37,4840,Vöcklabruck,07672 23881 - 200,s417034@schule-ooe.at,http://www.pts-voecklabruck.at,Frau Angela Riedl,Polytechnická škola
417084,Polytechnische Schule Vöcklamarkt,Wultingergasse 20,4870,Vöcklamarkt,07682 20 31-31,s417084@schule-ooe.at,https://www.pts-voecklamarkt.at/,Herr Johann-Peter Parolini,Polytechnická škola
417154,Polytechnische Schule Schwanenstadt,Mühlfeldstraße 1,4690,Schwanenstadt,07673 23 84-12,s417154@schule-ooe.at,http://www.p-t-s.at,Frau Susanna Thallinger,Polytechnická škola
417427,Höhere Technische Bundeslehranstalt Vöcklabruck,Bahnhofstraße 42,4840,Vöcklabruck,07672 246 05,s417427@bildung.gv.at,http://www.htlvb.at,Herr Gernot Weissensteiner,Technická škola
418024,"Polytechnische Schule Marchtrenk<br>Fachlehrgang für Berufsorientierung, Berufsfindung und Berufsvorbereitung",Schnopfhagenstraße 1,4614,Marchtrenk,07243 547 79-11,s418024@schule-ooe.at,http://schulen.eduhi.at/pts.marchtrenk,Herr Markus Zeller,Polytechnická škola
