skz,name,street,zip,city,phone,email,website,principal,school_type
302499,Höhere Bundeslehranstalt für wirtschaftliche Berufe St. Pölten,Eybnerstraße 23,3100,St. Pölten,02742/361515-0,hlw.stpoelten@noeschule.at,www.hlwstpoelten.ac.at,,Učiliště
302517,Werkmeisterschule für Berufstätige für Technische Chemie und Umwelttechnik,Mariazeller Straße 97,3100,St. Pölten,02742/890-2212,wms.stpoelten-wifi@noeschule.at,,,Technická odborná škola
302025,Private Berufsschule der ÖBB-Shared Service Center GMBH,Werkstättenstraße 17,3100,St. Pölten,,,,,Učiliště
302549,Private Fachschule für Altendienste und Pflegehilfe St. Pölten,Eybnerstraße 23,3100,St. Pölten,02742/361515,fs.stpoelten@noeschule.at,www.hlwstpoelten.ac.at,,Učiliště
302557,HLA-Aufbaulehrgang Möbeldesign und Kolleg für Möbeldesign,Mariazeller Straße 97,3100,St. Pölten,02742/890-2411,kolleg.moebeldesign@noeschule.at,,,Technická odborná škola
302820,Bundesbildungsanstalt für Kindergarten- und Sozialpädagogik St. Pölten,Dr. Theodor-Körner-Straße 8,3100,St. Pölten,02742/74354,bakip.stpoelten@noeschule.at,www.bakipstpoelten.ac.at,,Učiliště
302840,Ausbildungsinstitut für Mitarbeiter in der Erwachsenenbildung St. Pölten,Klostergasse 16,3100,St. Pölten,02742/3242-352,erwbld.stpoelten@noeschule.at,www.kbw-bildung.at,,Učiliště
302850,Religionspädagogisches Institut der Diözese St. Pölten,Dr. Gschmeidlerstrasse 22-30,3500,Krems,02742/355566,relpaed.stpoelten@noeschule.at,www.dsp.at/rpi/,,Učiliště
302900,Schule für Gesundheits- und Krankenpflege am Landesklinikum St. Pölten,Matthias Corvinus Straße 26,3100,St. Pölten,02742/300-63 66 1,krpfl.stpoelten@noeschule.at,,,Učiliště
303016,Bundesrealgymnasium Waidhofen/Ybbs,Schillerplatz 1,3340,Waidhofen/Ybbs,07442/52165-10,brg.waidhofen-ybbs@noeschule.at,www.brgwaidhofen-ybbs.ac.at,,Gymnázium
303417,Höhere technische Bundeslehr- und Versuchsanstalt Waidhofen/Ybbs,Im Vogelsang 8,3340,Waidhofen/Ybbs,07442/52590-0,htl.waidhofen-ybbs@noeschule.at,www.htlwy.ac.at,,Technická odborná škola
303428,Bundeshandelsakademie und Bundeshandelsschule Waidhofen/Ybbs,Pocksteinerstraße 3,3340,Waidhofen/Ybbs,07442/52142-0,hak.waidhofen-ybbs@noeschule.at,www.hakwaidhofen-ybbs.ac.at,,Učiliště
303720,Forstfachschule Waidhofen an der Ybbs,Negelegasse 3,3340,Waidhofen/Ybbs,07442/52223-0,forstfachschule@edu.waidhofen.at,edu.waidhofen.at/~ffs/,,Učiliště
302539,"Höhere Lehranstalt für Tourismus des WIFI, St. Pölten",Mariazeller Straße 97,3100,St. Pölten,02742/890-2301 oder 2300,hlt.stpoelten@noeschule.at,www.wifi-tours.at,,Učiliště
301036,"Bundesrealgymnasium Krems, Ringstrasse",Ringstraße 33,3500,Krems/Donau,02732/82082-0,brg.krems@noeschule.at,www.brgkrems.ac.at,,Gymnázium
304026,"Bundesrealgymnasium Wr. Neustadt, Gröhrmühlgasse",Gröhrmühlgasse 27,2700,Wiener Neustadt,02622/23115-0,brg.wr-neustadt@noeschule.at,www.brg-wrn.ac.at,,Gymnázium
304046,"Bundesgymnasium und Bundesrealgymnasium Wr. Neustadt, Zehnergasse",Zehnergasse 15,2700,Wiener Neustadt,02622/23136-0,bg.wr-neustadt-zehner@noeschule.at,www.bgzehnwn.ac.at,,Gymnázium
304417,Höhere technische Bundeslehr- und Versuchsanstalt Wr. Neustadt,Dr. Eckener Gasse 2,2700,Wiener Neustadt,02622/27871,htl.wr-neustadt@noeschule.at,www.htlwrn.ac.at,,Technická odborná škola
304025,Landesberufsschule Wr. Neustadt,Schneeberggasse 26,2700,Wiener Neustadt,02622/28298,office@lbswrneustadt.ac.at,www.lbswrneustadt.ac.at,,Učiliště
304016,"Bundesgymnasium Wr. Neustadt, Babenbergerring",Babenbergerring 10,2700,Wiener Neustadt,02622/22380,bg.wr-neustadt-babenberger@noeschule.at,www.bg-bab.ac.at,,Gymnázium
304449,"Städtische Höhere Lehranstalt für wirtschaftliche Berufe, Wr. Neustadt",Burgplatz 1,2700,Wiener Neustadt,02622/26570-11,hlw.wr-neustadt@noeschule.at,hla.wiener-neustadt.at,,Učiliště
304459,"Fachschule für Sozialberufe der Caritas der Erzdiözese Wien, Wr. Neustadt",Grazer Straße 52,2700,Wiener Neustadt,02622/23847,soz.wr-neustadt@noeschule.at,www.fsbwr-neustadt.ac.at,,Učiliště
304469,"Städtische Höhere gewerbliche Lehranstalt, Fachrichtung Mode und Bekleidungstechnik, Wr. Neustadt",Bräunlichgasse 1,2700,Wiener Neustadt,02622/85748-11,hlm.wr-neustadt@noeschule.at,www.hlm.wiener-neustadt.at,,Učiliště
304810,Ausbildungsinstitut für Mitarbeiter in der Erwachsenenbildung Wr. Neustadt,Neuklostergasse 1,2700,Wiener Neustadt,01/3170510-17 oder 18,erwbld.wr-neustadt@noeschule.at,www.ausbildungsinstitut.at,,Učiliště
304820,Bildungsanstalt für Kindergartenpädagogik der Stadt Wiener Neustadt,Bräunlichgasse 1,2700,Wiener Neustadt,02622/85748,bakip.wr-neustadt@noeschule.at,www.bakip.wiener-neustadt.at/,,Učiliště
304900,Krankenpflegeschule Wr. Neustadt,Corvinusring 20,2700,Wiener Neustadt,02622/321/2755,krpfl.wr-neustadt@noeschule.at,,,Učiliště
305015,Landesberufsschule Amstetten,Leopold Maderthanerplatz 2,3300,Amstetten,07472/62786-0,office@lbsamstetten.ac.at,www.lbsamstetten.ac.at,,Učiliště
305016,"Öffentliches Stiftsgymnasium der Benediktiner, Seitenstetten",Am Klosterberg 1,3353,Seitenstetten,07477/42300-317,gym.seitenstetten@noeschule.at,www.stiftsgymnasium.at,,Gymnázium
305026,Bundesgymnasium und Bundesrealgymnasium Amstetten,Anzengruberstraße 6,3300,Amstetten,07472/62903-0,bg.amstetten@noeschule.at,www.bgamstetten.ac.at,,Gymnázium
305419,"Fachschule für wirtschaftliche Berufe der Marienschwestern vom Karmel, Klein Erla",Klein Erla 1,4303,St. Pantaleon-Erla,07435/7464,fs.erla@noeschule.at,www.fachschulenerla.ac.at,,Učiliště
305428,Bundeshandelsakademie und Bundeshandelsschule Amstetten,Stefan Fadinger-Straße 36,3300,Amstetten,07472/62628,hak.amstetten@noeschule.at,www.hakamstetten.ac.at,,Učiliště
305449,"Fachschule für wirtschaftliche Berufe der Kongregation der Schulschwestern, Amstetten",Rathausstraße 16,3300,Amstetten,07472/62577-25,fs.amstetten@noeschule.at,www.fwamstetten.ac.at,,Učiliště
305459,Fachschule für Sozialberufe Gleiß,Waidhofner Straße 22,3332,Rosenau/Sonntagberg,07448/2316-16,fsb.gleiss@noeschule.at,www.fsbgleiss.ac.at,,Učiliště
305469,Höhere Bundeslehranstalt für wirtschaftliche Berufe Amstetten,Stefan Fadinger-Straße 36,3300,Amstetten,07472/68210-0,hlw.amstetten@noeschule.at,www.hlwamstetten.ac.at,,Učiliště
305479,Höhere Bundeslehranstalt für wirtschaftliche Berufe Haag,Wienerstraße 2,3350,Haag,07434/43717-0,hlw.haag@noeschule.at,www.hlwhaag.ac.at,,Učiliště
305489,Private Fachschule für Altendienste und Pflegehilfe Haag,Wienerstraße 2,3350,Haag,07434/43717,fs.haag@noeschule.at,,,Učiliště
305710,Landwirtschaftliche Fachschule Gießhübl,Gießhübl 7,3300,Amstetten,07472/62722,,,,Učiliště
304437,Werkmeisterschule des BFI NOE,Molkereistraße 13,2700,Wiener Neustadt,0699 / 133 33 100,s304437@noeschule.at,www.bfi-werkmeister.at,,Technická odborná škola
306015,Landesberufsschule Baden,Josef Kollmann-Straße 1,2500,Baden,02252/86772-0,direktion@lbsbaden.ac.at,www.lbsbaden.ac.at,,Učiliště
306016,"Bundesgymnasium und Bundesrealgymnasium Baden, Biondekgasse",Biondekgasse 6,2500,Baden,02252/89787-0,bg.baden-biondek@noeschule.at,www.brgbaden-biondek.ac.at,,Gymnázium
306026,"Bundesgymnasium Baden, Frauengasse",Frauengasse 3-5,2500,Baden,02252/44403-0,bg.baden-frauen@noeschule.at,www.bgbaden-frauen.ac.at,,Gymnázium
306036,Bundesgymnasium und Bundesrealgymnasium Berndorf,Sportpromenade 19,2560,Berndorf,02672/82265-0,bg.berndorf@noeschule.at,www.bgberndorf.ac.at,,Gymnázium
306046,"Real-, Aufbau- und Aufbaurealgymnasium des Schulvereins der Salesianer Don Boscos",Don Bosco-Straße 20,2442,Unterwaltersdorf,02254/72313-0,gym.unterwaltersdorf@noeschule.at,www.donbosco.at/unterwaltersdorf,,Gymnázium
306056,Expositur Bad Vöslau-Gainfarn,Petzgasse 36,2540,Bad Vöslau,02252/76287,gym.gainfarn-expositur@noeschule.at,www.gymnasium-badvoeslau.ac.at,,Gymnázium
306419,Höhere Bundeslehranstalt für wirtschaftliche Berufe Baden,Germergasse 5,2500,Baden,02252/89151,hlw.baden@noeschule.at,www.hlabaden.at,,Učiliště
306428,Bundeshandelsakademie und Bundeshandelsschule Baden,Mühlgasse 65,2500,Baden,02252/88568-0,hak.baden@noeschule.at,www.hak-baden.ac.at,,Učiliště
306437,"Höhere technische Lehranstalt Baden, Malerschule Leesdorf",Leesdorfer Hauptstraße 69,2500,Baden,02252/80250,ms.baden@noeschule.at,www.malerschule-baden.ac.at,,Technická odborná škola
306810,Bundesinstitut für Sozialpädagogik Baden,Elisabethstraße 14-16,2500,Baden,02252/482820,bisop.baden@noeschule.at,www.bisopbaden.ac.at,,Učiliště
307016,Bundesgymnasium und Bundesrealgymnasium Bruck/Leitha,Fischamender Straße 23-25,2460,Bruck/Leitha,02162/62432-0,bg.bruck-leitha@noeschule.at,www.bgbruck-leitha.ac.at,,Gymnázium
305810,Bildungsanstalt für Kindergartenpädagogik Trägerverein Franziskanerinnen,Rathausstraße 16,3300,Amstetten,07472/62577-21,bakip.amstetten@noeschule.at,www.bakipamstetten.ac.at,,Učiliště
308015,Landesberufsschule Zistersdorf,Schlossplatz 7,2225,Zistersdorf,02532/2360-0,direktion@lbszistersdorf.ac.at,www.lbszistersdorf.ac.at,,Učiliště
308016,Bundesgymnasium und Bundesrealgymnasium Gänserndorf,Gärtnergasse 5-7,2230,Gänserndorf,02282/2308,bg.gaenserndorf@noeschule.at,www.klg.or.at,,Gymnázium
308036,Expositur Groß-Enzersdorf des BG Gänserndorf,Freiherr-von-Smola-Straße 3,2301,Groß-Enzersdorf,02249 / 28451,exp.bg.gaenserndorf@noeschule.at,,,Gymnázium
308418,Bundeshandelsakademie und Bundeshandelsschule Gänserndorf,Hans Kudlich-Gasse 30,2230,Gänserndorf,02282/2291,hak.gaenserndorf@noeschule.at,www.hakgaenserndorf.ac.at,,Učiliště
308427,"Werkmeisterschule für Berufstätige des WIFI der Wirtschaftskammer für NÖ, Gänserndorf",Eichamtstraße 15,2230,Gänserndorf,02282/4494,wms.gaenserndorf@noeschule.at,,,Technická odborná škola
308710,Landwirtschaftliche Fachschule Obersiebenbrunn,Feldhofgasse 6,2283,Obersiebenbrunn,02286/2202,,,,Učiliště
309015,Landesberufsschule Schrems,Dr. Theodor Körner-Platz 1,3943,Schrems,02853/76016,office@lbsschrems.ac.at,www.lbsschrems.ac.at,,Učiliště
309016,Bundesgymnasium und Bundesrealgymnasium Gmünd,Gymnasiumstraße 5,3950,Gmünd,02852/52700-0,bg.gmuend@noeschule.at,www.bggmuend.ac.at,,Gymnázium
309418,Bundeshandelsakademie und Bundeshandelsschule Gmünd,Otto Glöckel-Straße 6,3950,Gmünd,02852/52901,hak.gmuend@noeschule.at,www.hakgmuend.ac.at,,Učiliště
309429,Bundesfachschule für wirtschaftliche Berufe Gmünd,Otto Glöckel-Straße 6,3950,Gmünd,02852/52901,bfs.gmuend@noeschule.at,www.fwgmuend.ac.at,,Učiliště
309437,"Werkmeisterschule für Berufstätige des WIFI der Kammer der gewerblichen Wirtschaft für NÖ, Gmünd",Weitraer Straße 42-44,3950,Gmünd,02852/51533,wms.gmuend@noeschule.at,,,Technická odborná škola
309449,"Schule für Sozialbetreuungsberufe, Schwerpunkt Altenarbeit",Otto-Glöckel-Straße 6,3950,Gmünd,02852/52901,fw.gmuend@noeschule.at,,,Učiliště
310015,Landesberufsschule Hollabrunn,Josef Weislein-Straße 7,2020,Hollabrunn,02952/2492-0,office@lbshollabrunn.ac.at,www.hollabrunn.ac.at,,Učiliště
310016,Bundesgymnasium und Bundesrealgymnasium Hollabrunn,Reucklstraße 9,2020,Hollabrunn,02952/2628-0,bg.hollabrunn@noeschule.at,www.bghollabrunn.ac.at,,Gymnázium
310026,Erzbischöfliches Realgymnasium und Aufbaugymnasium Hollabrunn,Kirchenplatz 2,2020,Hollabrunn,02952/4421-0,gym.hollabrunn@noeschule.at,www.ebgymhollabrunn.ac.at,,Gymnázium
310418,Bundeshandelsakademie und Bundeshandelsschule Retz,Rupert Rockenbauer-Platz 2,2070,Retz,02942/20420-0,hak.retz@noeschule.at,www.hakretz.ac.at,,Učiliště
310429,Höhere Bundeslehranstalt für wirtschaftliche Berufe Hollabrunn,Mühlgasse 35,2020,Hollabrunn,02952/2546-0,hlw.hollabrunn@noeschule.at,www.hlwhollabrunn.ac.at,,Učiliště
310438,Bundeshandelsakademie und Bundeshandelsschule Hollabrunn,Kirchenplatz 2,2020,Hollabrunn,02952/2223-0,hak.hollabrunn@noeschule.at,www.hakhollabrunn.ac.at,,Učiliště
310447,Höhere technische Bundeslehranstalt Hollabrunn,Anton Ehrenfriedstraße 10,2020,Hollabrunn,02952/3361-0,htl.hollabrunn@noeschule.at,www.htl-hl.ac.at,,Technická odborná škola
310457,Priv. Höhere technische Lehranstalt für Lebensmitteltechnologie Hollabrunn,Anton Ehrenfriedstraße 10,2020,Hollabrunn,02952/3361-200,htl-lt.hollabrunn@noeschule.at,,,Technická odborná škola
310469,Höhere Bundeslehranstalt für Tourismus Retz,Seeweg 2,2070,Retz,02942/20464,hlt.retz@noeschule.at,www.hltretz.ac.at,,Učiliště
310710,Landwirtschaftliche Fachschule Hollabrunn,Sonnleitenweg 2,2020,Hollabrunn,02952/2133,,,,Učiliště
311016,"Bundesgymnasium, Bundesaufbaugymnasium und Bundesaufbaurealgymnasium Horn",Puechhaimgasse 21,3580,Horn,02982/2347-0,bg.horn@noeschule.at,www.bghorn.ac.at,,Gymnázium
311025,Landesberufsschule Eggenburg,Siegfried Marcus-Straße 2,3730,Eggenburg,02984/2500,office@lbseggenburg.ac.at,www.lbseggenburg.ac.at,,Učiliště
311045,Landesberufsschule Geras,Am  Goggitschberg 5,2093,Geras,02912/591,lbsdirektion@lbsgeras.ac.at,www.lbsgeras.ac.at,,Učiliště
311418,Bundeshandelsakademie und Bundeshandelsschule Horn,Gartengasse 1,3580,Horn,02982/2696-0,hak.horn@noeschule.at,www.hakhorn.ac.at,,Učiliště
311429,Höhere Bundeslehranstalt für wirtschaftliche Berufe Horn,Gartengasse 1,3580,Horn,02982/2235,hlw.horn@noeschule.at,www.hlwhorn.ac.at,,Učiliště
311439,Schule für Sozialbetreuungsberufe,Gartengasse 1,3580,Horn,02982/2235,fs.horn@noeschule.at,,,Učiliště
312015,Berufsschule Korneuburg,Stockerauer Straße 80,2100,Korneuburg,02262/64097 (DW 10 od. 12),direktion@lbskorneuburg.ac.at,www.lbskorneuburg.ac.at,,Učiliště
312016,Bundesgymnasium und Bundesrealgymnasium Stockerau,Unter den Linden 16,2000,Stockerau,02266/62143-0,bg.stockerau@noeschule.at,www.bgstockerau.ac.at,,Gymnázium
312025,Landesberufsschule Eggenburg - Standort Stockerau,Weg zur Marienhöhe 3,2000,Stockerau,02266/63401,direktion@lbsstockerau-2.ac.at,www.lbseggenburg-stockerau.ac.at,,Učiliště
312026,Bundesgymnasium und Bundesrealgymnasium,Liese-Prokop-Straße 1,2100,Korneuburg,02262/90400,gym.korneuburg@noeschule.at,,,Gymnázium
305720,Landwirtschaftliche Fachschule Hohenlehen,Garnberg 8,3343,Hollenstein/Ybbs,07445/225,,www.hohenlehen.at,,Učiliště
312418,SDV-Informatik-Schule,Johann Pamer Straße 4,2100,Korneuburg,02262/72545,dv.korneuburg@noeschule.at,,,Učiliště
312419,"Fachschule für Sozialberufe der Missionsschwestern, Stockerau",Horner Straße 56,2000,Stockerau,02266/64586,fs.stockerau@noeschule.at,www.fsstockerau.ac.at,,Učiliště
312438,Bundeshandelsakademie und Bundeshandelsschule Korneuburg,Bankmannring 1,2100,Korneuburg,02262/72150-0,hak.korneuburg@noeschule.at,www.hak-korneuburg.at,,Učiliště
312448,Bundeshandelsschule Stockerau,Schulgasse 4,2000,Stockerau,02266/62025,has.stockerau@noeschule.at,www.hasstockerau.ac.at,,Učiliště
312910,Krankenpflegeschule am A.Ö. Krankenhaus Stockerau und Korneuburg,Landstraße 18,2000,Stockerau,02266/609-820,krpfl.stockerau@noeschule.at,,,Učiliště
313015,Landesberufsschule Langenlois,Walterstraße 35,3550,Langenlois,02734/2502,direktion@lbslangenlois.ac.at,www.lbslangenlois.ac.at,,Učiliště
313419,"Fachschule für wirtschaftliche Berufe der Schulschwestern, Langenlois",Anton-Zöhrer-Straße 3,3550,Langenlois,02734/2368,fs.langenlois@noeschule.at,www.fssblangenlois.ac.at,,Učiliště
313437,"Werkmeisterschule für Berufstätige des WIFI der Kammer der gewerblichen Wirtschaft für NÖ, Langenlois","Schloss Haindorf, Krumpöckallee 21",3550,Langenlois,,wms.langenlois@noeschule.at,,,Technická odborná škola
313710,Landwirtschaftliche Fachschule Langenlois,Am Rosenhügel 15,3550,Langenlois,02734/2106,,,,Učiliště
313730,Landwirtschaftliche Berufsschule Langenlois,Am Rosenhügel 15,3550,Langenlois,02734/2106,,,,Učiliště
307428,Bundeshandelsakademie und Bundeshandelsschule Bruck/Leitha,Fischamender Straße 23-25,2460,Bruck/Leitha,02162/62723-0,hak.bruck-leitha@noeschule.at,www.hakbruck-leitha.ac.at,,Učiliště
314016,Bundesgymnasium und Bundesrealgymnasium Lilienfeld,Klosterrotte 1,3180,Lilienfeld,02762/52380-0,bg.lilienfeld@noeschule.at,www.bglilienfeld.ac.at,,Gymnázium
314419,Höhere Bundeslehranstalt für wirtschaftliche Berufe Türnitz,Auhofstrasse 41,3184,Türnitz,02769/8301-0,hlw.tuernitz@noeschule.at,www.hlwtuernitz.ac.at,,Učiliště
315015,Landesberufsschule Pöchlarn,Plesserstraße 1,3380,Pöchlarn,02757/2634,holz.it@lbspoechlarn.ac.at,www.lbspoechlarn.ac.at,,Učiliště
315016,"Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner, Melk",Abt Berthold Dietmayr-Straße 1,3390,Melk,02752/555-411,gym.melk@noeschule.at,www.gymmelk.ac.at,,Gymnázium
315428,Handelsakademie und Handelsschule der Stadtgemeinde Ybbs/Donau,Schulring 1,3370,Ybbs/Donau,07412/52575,hak.ybbs@noeschule.at,www.sz-ybbs.ac.at,,Učiliště
315437,"Meisterklasse für Tischlerei, Pöchlarn",Oskar Kokoschka Straße 5,3380,Pöchlarn,02757/7690,ms.poechlarn@noeschule.at,www.meisterschule-tischler.at,,Technická odborná škola
315449,"Höhere Lehranstalt für wirtschaftliche Berufe des Zisterzienserstiftes, Ysper",Schulstraße 13,3683,Yspertal,07415/7249-0,hla.ysper@noeschule.at,www.hlaysper.ac.at,,Učiliště
315467,Höhere technische Lehranstalt der Stadtgemeinde Ybbs/Donau,Schulring 6,3370,Ybbs/Donau,07412/52575-511,htl.ybbs@noeschule.at,www.sz-ybbs.ac.at,,Technická odborná škola
315710,Landwirtschaftliche Fachschule Sooß,Sooß 1,3382,Loosdorf,02754/6154,,,,Učiliště
301439,"Höhere gewerbliche Bundeslehranstalt, Fachrichtung Mode und Bekleidungstechnik und Höhere Bundeslehranstalt für wirtschaftliche Berufe Krems",Kasernstraße 6,3500,Krems/Donau,02732/85240-0,hlw.krems@noeschule.at,www.hlmhlw-krems.ac.at,,Učiliště
316016,Bundesgymnasium und Bundesrealgymnasium Laa/Thaya,Martin Wachter-Platz 6,2136,Laa/Thaya,02522/2401-0,bg.laa-thaya@noeschule.at,www.bglaa.ac.at,,Gymnázium
316025,Landesberufsschule Mistelbach,Conrad von Hötzendorf-Platz 2,2130,Mistelbach,02572/2369,direktion@lbsmistelbach.ac.at,www.lbsmistelbach.ac.at,,Učiliště
316036,Bundesgymnasium und Bundesrealgymnasium Wolkersdorf,Withalmstraße 14,2120,Wolkersdorf,02245/82555,bg.wolkersdorf@noeschule.at,www.ahs-wolkersdorf.at,,Gymnázium
316417,Höhere technische Lehranstalt für Elektronik Mistelbach,Karl Katschthaler-Str. 2,2130,Mistelbach,02572/32036,htl.mistelbach@noeschule.at,www.htlmistelbach.ac.at,,Technická odborná škola
316418,Bundeshandelsakademie und Bundeshandelsschule Laa/Thaya,Anton-Bruckner-Straße 39,2136,Laa/Thaya,02522/2297-0,hak.laa-thaya@noeschule.at,www.haklaa.ac.at,,Učiliště
316437,"Werkmeisterschule für Berufstätige des WIFI der Wirtschaftskammer für NÖ, Mistelbach",Pater Helde Straße 19,2130,Mistelbach,,wms.mistelbach@noeschule.at,,,Technická odborná škola
316448,Bundeshandelsakademie und Bundeshandelsschule Mistelbach,Brennerweg 8,2130,Mistelbach,02572/2305,hak.mistelbach@noeschule.at,www.hakmistelbach.ac.at,,Učiliště
316459,Höhere Bundeslehranstalt für wirtschaftliche Berufe Mistelbach,Brennerweg 8,2130,Mistelbach,02572/2950,hlw.mistelbach@noeschule.at,www.hlwmistelbach.ac.at,,Učiliště
316469,Schule für Sozialbetreuungsberufe mit dem Schwerpunkt Altenarbeit Mistelbach,Brennerweg 8,2130,Mistelbach,02572/2950-15,fs.mistelbach@noeschule.at,,,Učiliště
316710,Landwirtschaftliche Fachschule Mistelbach,Winzerschulgasse 50,2130,Mistelbach,02572/2421,,,,Učiliště
316730,Landwirtschaftliche Fachschule Poysdorf,Oberer Markt 7,2170,Poysdorf,02552/2421,,www.lfs-poysdorf.ac.at,,Učiliště
316810,Bundesbildungsanstalt für Kindergartenpädagogik Mistelbach,Brennerweg 8,2130,Mistelbach,02572/2950,bakip.mistelbach@noeschule.at,www.bakipmistelbach.ac.at,,Učiliště
317016,"Bundesgymnasium Mödling, Untere Bachgasse",Untere Bachgasse 8,2340,Mödling,02236/22511,bg.moedling-bach@noeschule.at,www.bgmoedling-bach.ac.at,,Gymnázium
317026,"Bundesgymnasium und Bundesrealgymnasium Mödling, Keimgasse",Franz Keim-Gasse 3,2340,Mödling,02236/24244-0,bg.moedling-keim@noeschule.at,www.bgmoedling-keim.ac.at,,Gymnázium
317036,Bundesgymnasium und Bundesrealgymnasium Perchtoldsdorf,Roseggergasse 2-4,2380,Perchtoldsdorf,01/8694728-0,bg.perchtoldsdorf@noeschule.at,www.bgperchtoldsdorf.ac.at,,Gymnázium
317046,"Bundesrealgymnasium unter bes. Berücksichtigung d. sportlichen Ausbildung, Maria Enzersdorf",Giesshübler Straße 37,2344,Maria Enzersdorf,02236/46742-0,brg.maria-enzersdorf@noeschule.at,www.sportgymnasium.at,,Gymnázium
317056,Liese Prokop Privatschule für Hochleistungssportler,Liese Prokop Platz 1,2344,Maria Enzersdorf,02236 / 26 833 - 601,gym.maria-enzersdorf@noeschule.at,www.lpps.at,,Učiliště
317418,"Handelsakademie und Handelsschule des Fonds der Wiener Kaufmannschaft, Mödling",Maria Theresien-Gasse 25,2340,Mödling,02236/22289,hak.moedling@noeschule.at,www.moedling.vbs.ac.at,,Učiliště
317428,"Handelsschule für Hochleistungssportler des Vereins ""Österreichisches Leistungssport Zentrum-Südstadt",Johann-Steinböck-Straße 5,2344,Maria Enzersdorf,02236 / 26 833 - 601,hak.maria-enzersdorf@noeschule.at,,,Učiliště
317437,Höhere technische Bundeslehr- und Versuchsanstalt Mödling,Technikerstraße 1-5,2340,Mödling,02236/408-0,htl.moedling@noeschule.at,htl.moedling.at,,Technická odborná škola
314015,Landesberufsschule Lilienfeld,Berghofstraße 14-26,3180,Lilienfeld,02762/54670,direktion@lbslilienfeld.ac.at,www.lbslilienfeld.ac.at,,Učiliště
317489,Höhere Lehranstalten Mödling,Josef Hyrtl-Platz 3,2340,Mödling,02236/22205,hlm.moedling@noeschule.at,www.hla-moedling.at,,Učiliště
317509,Schule für Sozialbetreuungsberufe mit Schwerpunkt Altenarbeit,Perlasgasse 10,2362,Biedermannsdorf,02236/71117-0,sob-bmdf@noeschule.at,www.hlw-bmdf.ac.at,,Učiliště
318015,Landesberufsschule Neunkirchen,Triester Straße 67,2620,Neunkirchen,02635/65386,office@lbsneunkirchen.ac.at,www.lbsneunkirchen.ac.at,,Učiliště
318016,Bundesgymnasium und Bundesrealgymnasium Neunkirchen,Otto Glöckel-Weg 2,2620,Neunkirchen,02635/62674-0,bg.neunkirchen@noeschule.at,www.bgneunkirchen.ac.at,,Gymnázium
318025,Bundesberufsschule Gerasdorf,Puchberger Straße 1-2,2731,Gerasdorf/Steinfeld,02638/77431-630,318025@aon.at,,,Učiliště
318026,Gymnasium und Realgymnasium Sachsenbrunn,Außen 52,2880,Kirchberg/Wechsel,02641/2202,gym.sachsenbrunn@noeschule.at,www.sachsenbrunn.at,,Gymnázium
