skz,name,street,zip,city,phone,email,website,principal,school_type
2735,Hauptschule Wien,Diehlgasse 2,1050,Wien,01/5442339,,,,"Hauptschule, Sekundarbildung Unterstufe"
2744,Volksschule Wien,Adolf-Loos-Gasse 2,1210,Wien,01/,,,,"Volksschule, Grundbildung"
2827,Berufsschule für Haar- und Körperpflege Wien,Goldschlagstraße 137,1140,Wien,01/59916-95801,,www.haar-koerper.at.tf,,"Berufsschule, Sekundarbildung Oberstufe"
2840,Volksschule Wien,Stolberggasse 53,1050,Wien,01/5444906,,,,"Volksschule, Grundbildung"
2849,Volksschule Wien,Wolfgang-Schmälzl-Gasse 13,1020,Wien,01/7294819,,,,"Volksschule, Grundbildung"
2868,Volksschule Wien,Kolonitzgasse 15,1030,Wien,01/7134451,,,,"Volksschule, Grundbildung"
2910,Volksschule Wien,Sonnenuhrgasse 3,1060,Wien,01/5973333,,,,"Volksschule, Grundbildung"
2922,2e Volksschule des Schulvereines Institut Sancta Christiana Wien,Willergasse 55,1230,Wien,01/8884143,,www.stachristiana.at,,"Volksschule, Grundbildung"
2933,Neue Mittelschule Wien,Glasergasse 8,1090,Wien,01/3172940,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
2940,Volksschule Wien,Quellenstraße 54,1100,Wien,01/6042444,,,,"Volksschule, Grundbildung"
2943,Volksschule und Hauptschule Wien,Brioschiweg 1,1220,Wien,01/,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
2960,Volksschule Wien,Zieglergasse 21,1070,Wien,01/961593,,,,"Volksschule, Grundbildung"
2983,Volksschule Wien,Grundsteingasse 56,1160,Wien,01/4069986,,,,"Volksschule, Grundbildung"
3003,Volksschule Wien,Czerninplatz 3,1020,Wien,01/2164221,,,,"Volksschule, Grundbildung"
3013,Volksschule Wien,Cottagegasse 17,1180,Wien,01/4705832,,,,"Volksschule, Grundbildung"
3020,2e Volksschule Notre Dame de Sion der Schulstiftung der Erzdiözese Wien Wien,Burggasse 37,1070,Wien,01/5230393,,,,"Volksschule, Grundbildung"
3052,Volksschule Wien,Johnstraße 40,1150,Wien,01/9822487,,,,"Volksschule, Grundbildung"
3057,Polytechnische Schule Mater Salvatoris der österreichischen Provinz der Kongregation der Schwestern vom Göttlichen Erlöser Wien,Kenyongasse 4-12,1070,Wien,01/5232983,,,,"Polytechnische Schule, Sekundarbildung Oberstufe"
3103,2e Neue Mittelschule Mater Salvatoris der Töchter des Göttlichen Heilandes Wien,Kenyongasse 4-8,1070,Wien,01/5232983,,www.kenyon.at/pms,,"Neue Mittelschule, Sekundarbildung Unterstufe"
3127,Volksschule Wien,Kleistgasse 12,1030,Wien,01/7986131,,,,"Volksschule, Grundbildung"
3137,2er Studiengang für das Lehramt für Jüdische Religion an Pflichtschulen Wien,Rabbiner-Schneerson-Platz 1/Augarten,1020,Wien,01/3341818-10,,www.chabad.at,,"Pädagogische Hochschulen, Hochschulen"
3196,Volksschule Wien,Liebhartsgasse 19-21,1160,Wien,01/4931587,,,,"Volksschule, Grundbildung"
3221,Volksschule des Schulvereins der Dominikanerinnen Wien,Schlossberggasse 17,1130,Wien,01/8773691,,,,"Volksschule, Grundbildung"
3227,Volksschule Wien,Odoakergasse 48,1160,Wien,01/4853760,,,,"Volksschule, Grundbildung"
3283,Schwedische Schule des schwedischen Schulvereins Wien,Scheibelreitergasse 15,1190,Wien,01/3207980,,www.svenskaskolan.at,,SAS
3295,Volksschule Wien,Erdbergstraße 76,1030,Wien,01/7145761,,,,"Volksschule, Grundbildung"
3310,Polytechnische Schule Wien,Stromstraße/Engerthstraße 76,1200,Wien,01/3304513,,,,"Polytechnische Schule, Hauptschule, Sekundarbildung Oberstufe, Sekundarbildung Unterstufe"
3326,Allgemeine Sonderschule Wien,Lorenz-Kellner-Gasse 15,1222,Wien,01/2598100,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3371,Volksschule Wien,Petrusgasse 10,1030,Wien,01/7145793,,,,"Volksschule, Grundbildung"
3443,Volksschule Wien,Vorgartenstraße 191,1020,Wien,01/7263935,,,,"Volksschule, Grundbildung"
3465,Volksschule Wien,Jagdgasse 23,1100,Wien,01/6065421,,,,"Volksschule, Grundbildung"
3482,Volksschule Wien,Schönngasse 2,1020,Wien,01/7297179,,,,"Volksschule, Grundbildung"
3490,Sonderschule für schwerhörige Kinder Wien,Hammerfestweg 1,1220,Wien,01/2825804,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3527,Volksschule Wien,Anton Baumgartner-Straße 119,1230,Wien,01/6671664,,,,"Volksschule, Grundbildung"
3553,Volksschule Wien,Linzer Straße 419,1140,Wien,01/9148586,,,,"Volksschule, Grundbildung"
3556,Volksschule Wien,Schäffergasse 3,1040,Wien,01/5876216,,,,"Volksschule, Grundbildung"
3557,Allgemeine Sonderschule Wien,Anastasius-Grün-Gasse 10,1180,Wien,01/345292,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3560,Volksschule Wien,Quellenstraße 142,1100,Wien,01/620194,,,,"Volksschule, Grundbildung"
3573,Allgemeine Sonderschule Sonderpädagogisches Zentrum Wien,Schinnaglgasse 3-5,1160,Wien,01/4931547,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3605,Neue Mittelschule Wien,Herzgasse 27,1100,Wien,01/624483,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
3644,"SchülerInnenschule und Werkcollege des Vereins ""Gemeinsames Lernen"" Wien",Währingerstraße 59,1090,Wien,01/4082039,,www.schuelerinnenschule.at,,SAS
3665,Volksschule Wien,Schumpeterweg 3,1210,Wien,01/2909754,,,,"Volksschule, Grundbildung"
3667,Volksschule Wien,Einsiedlergasse 7,1050,Wien,01/5445710,,,,"Volksschule, Grundbildung"
3670,Internationale Schule Wien des Vereines Vienna International School (Primary School) Wien,Straße der Menschenrechte 1,1220,Wien,01/235595,,www.vis.ac.at,,SAS
3742,Volksschule Wien,Ruckergasse 42,1120,Wien,01/8158179,,,,"Volksschule, Grundbildung"
3745,"2schule ""Oberstufenrealgymnasium"" des Vereins Al Azhar International Schools Wien",Weisselgasse 28,1210,Wien,01/,,,,AHS
3749,Neue Mittelschule Wien,Konstanziagasse 50,1220,Wien,01/2821387,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
3751,Allgemeine Sonderschule Wien,Canavesegasse 22a,1230,Wien,01/8693594,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3755,Volksschule Wien,Haebergasse 1a,1120,Wien,01/8158155,,,,"Volksschule, Grundbildung"
3763,Montessori-Schule des Vereins Montessori-Zentrum (Volksschule) Wien,Hüttelbergstraße 5,1140,Wien,01/9116968,,,,"Volksschule, Grundbildung"
3785,"2e Hauptschule Al-Andalus des Vereins ""Völkerverständigung"" Verein z. Förderung v. Ausb. in Ägypten und Österr. d. Schulungen Sport und Kultur Wien",Altmannsdorfer Straße 154-156,1230,Wien,01/2312035,,,,"Hauptschule, Sekundarbildung Unterstufe"
3827,Neue Mittelschule Wien,Oskar-Spiel-Gasse 3,1190,Wien,01/3703653,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
3841,Volksschule I Wien,Anton Baumgartner-Straße 44,1230,Wien,01/6677734,,,,"Volksschule, Grundbildung"
3847,Volksschule Wien,Stubenbastei 3,1010,Wien,01/5127495,,,,"Volksschule, Grundbildung"
3852,Volksschule Wien,Rothenburgstraße 1,1120,Wien,01/8049105,,,,"Volksschule, Grundbildung"
3853,Volksschule Wien,Zennerstraße 1,1140,Wien,01/9853760,,,,"Volksschule, Grundbildung"
3855,"""Wiener Jeschiwah"" - Fachschule für Jüdische Sozialberufe des Israelitischen Tempel- und Schulvereins ""Machsike Hadass"" Wien",Große-Mohren-Gasse 19,1020,Wien,01/2161626,,,,"Sozialberufliche Schule, Sekundarbildung Oberstufe"
3873,Volksschule Wien,Mengergasse 33,1210,Wien,01/2701168 111,,,,"Volksschule, Grundbildung"
3898,Sonderschule für Körperbehinderte Kinder Wien,Kanitzgasse 8,1230,Wien,01/8881146,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3903,"2e Neue Mittelschule ""Vienna International Islamic Schools"" des Vereins ""Al-Azhar International Schools"" Wien",Nordbahnanlage 3,1210,Wien,01/6077059,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
3967,Volksschule Wien,Rzehakgasse 9,1110,Wien,01/762365,,,,"Volksschule, Grundbildung"
3993,Polytechnische Schule Wien,Wintzingerodestraße 1-3,1222,Wien,01/2037382,,,,"Polytechnische Schule, Sekundarbildung Oberstufe"
4032,Volksschule Wien,Jagdgasse 22,1100,Wien,01/6065415,,,,"Volksschule, Grundbildung"
4042,2e Neue Mittelschule des Instituts Neulandschulen Wien,Ludwig-von-Höhnel-Gasse 17-19,1100,Wien,01/6887849,,www.nls.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
4076,Volksschule Wien,Krottenbachstraße 108,1190,Wien,01/3205605,,,,"Volksschule, Grundbildung"
4093,Volksschule Wien,Am Hundsturm 18,1050,Wien,01/,,,,"Volksschule, Grundbildung"
4110,Volksschule Wien,Landstraßer Hauptstraße 146,1030,Wien,01/7185186,,,,"Volksschule, Grundbildung"
4118,Neue Mittelschule Wien,Wendstattgasse 3,1100,Wien,01/6881660,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4195,Volksschule Wien,Dopschstraße 25,1210,Wien,01/2596148,,,,"Volksschule, Grundbildung"
4206,Neue Mittelschule I Wien,Koppstraße 110,1160,Wien,01/4951439,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
4211,Neue Sportmittelschule II Wien,Wendstattgasse 5,1100,Wien,01/6883564,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4250,Sonderschule für Schwerstbehinderte Kinder Wien,Paulusgasse 9-11,1030,Wien,01/7122255,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
4258,Montessorischule Luna Mont des Vereins Zentrum für ganzheitliche Bildung auf Basis Montessori - Montessori Kindervilla Döbling Wien,Messerschmidtgasse 27,1180,Wien,0664/49728666,,,,SAS
4259,Volksschule Oskar-Spiel-Schule Wien,Friesgasse 10,1150,Wien,01/856181,,,,"Volksschule, Grundbildung"
4283,Sondererziehungsschule Wien,Hoefftgasse 7,1110,Wien,01/7673336,,,,"Polytechnische Schule, Sonderschule, Sonderschule, Sekundarbildung Oberstufe, Sekundarbildung Unterstufe, Grundbildung"
4335,Expositur der Arabischen Schule in Wien (10 - 16jährige Schüler) 916121 Wien,Julius Meinl-Gasse 2A,1160,Wien,01/4850414,,,,SAS
4337,Volksschule Wien,Schulgasse 57,1180,Wien,01/4069989,,,,"Volksschule, Grundbildung"
4379,Volksschule Wien,Zehdengasse 9,1210,Wien,01/2587890,,,,"Volksschule, Grundbildung"
4387,Neue Mittelschule Wien,Kauergasse 3-5,1150,Wien,01/8923541,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
4400,"Außenstelle der Werkmeisterschule für Berufstätige des WIFI der Wirtschaftskammer (Leitung: 918437) Standort: Wagramer Straße 65, 1220 Wien Wien",p.A. Währinger Gürtel 97,1180,Wien,01/232111,,,,"TMS und THS, Sekundarbildung Oberstufe"
4427,Volksschule Wien,Georg-Bilgeri-Straße 13,1220,Wien,01/238313,,,,"Volksschule, Grundbildung"
4449,Volksschule Wien,Köhlergasse 9,1180,Wien,01/4706317,,,,"Volksschule, Grundbildung"
4459,Volksschule Wien,Bischof-Faber-Platz 1,1180,Wien,01/4706224,,,,"Volksschule, Grundbildung"
4493,"2e Volksschule des ""Vereins Schulverbund SSND Österreich/Schulschwestern Notre Dame"" Wien",Friesgasse 4,1150,Wien,01/8936550,,www.schulefriesgasse.ac.at,,"Volksschule, Grundbildung"
4503,Volksschule Wien,Wittelsbachstraße 6,1020,Wien,01/7281042,,,,"Volksschule, Grundbildung"
4543,Volksschule Wien,Hietzinger Hauptstraße 166,1130,Wien,01/8764184,,,,"Volksschule, Grundbildung"
4573,Allgemeine Sonderschule Wien,Linzer Straße 232,1140,Wien,01/9148557,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
4580,Volksschule des Trägerverein Werke der Schwestern vom Armen Kinde Jesus Wien,Hardeggasse 65,1220,Wien,01/2832138,,www.mariafrieden-stadlau.at,,"Volksschule, Grundbildung"
4610,2schule der Islamischen Republik Iran Wien,Mollardgasse 50,1060,Wien,01/5960680,,,,SAS
4614,Volksschule Wien,Knöllgasse 59,1100,Wien,01/6040129,,,,"Volksschule, Grundbildung"
4674,Volksschule Wien,Börsegasse 5,1010,Wien,01/2198640,,,,"Volksschule, Grundbildung"
4679,Volksschule Wien,Kindermanngasse 1,1170,Wien,01/4069987,,,,"Volksschule, Grundbildung"
4693,2e Neue Mittelschule des Schulvereins der Schulschwestern vom III. Orden des hl. Franziskus Wien,Obere Augartenstraße 34,1020,Wien,01/2144821-11,,www.pkms-stelisabeth.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
4705,Vienna Konservatorium der Frau Mag. Eva Maria Schmid Wien,Stiegergasse 15-17,1150,Wien,01/834533,,,,Musikschule
4722,Volksschule Wien,Mondweg 73-83,1140,Wien,01/9793194,,,,"Volksschule, Grundbildung"
4728,Volksschule Wien,Lortzinggasse 2,1140,Wien,01/9823590,,,,"Volksschule, Grundbildung"
4764,Berufsschule für Handel und Reisen Wien,Hütteldorfer Straße 7-17,1150,Wien,01/59916/95231,,,,"Berufsschule, Sekundarbildung Oberstufe"
4805,Polytechnische Schule Wien,Schaumburgergasse 7,1040,Wien,01/,,,,"Polytechnische Schule, Sekundarbildung Oberstufe"
4809,Neue Mittelschule II Wien,Koppstraße 110,1160,Wien,01/4951441,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
4811,Volksschule Wien,Marco-Polo-Platz 9,1210,Wien,01/2924180,,,,"Volksschule, Grundbildung"
4855,Neue Mittelschule Wien,Viktor-Christ-Gasse 24,1050,Wien,01/5448356,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
4869,Allgemeine Sonderschule Wien,Quellenstraße 52,1100,Wien,01/6021148,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
4893,Volksschule Wien,Brehmstraße 9,1110,Wien,01/7491446,,,,"Volksschule, Grundbildung"
4912,Volksschule Wien,Erlaaer Straße 74,1230,Wien,01/8690248,,,,"Volksschule, Grundbildung"
4942,Volksschule Wien,Novaragasse 30,1020,Wien,01/2147273,,,,"Volksschule, Grundbildung"
4951,"2e Volksschule des ""Schulvereins De La Salle"" Wien",Gebrüder-Lang-Gasse 4,1150,Wien,01/8934316,,www.dls15.at,,"Volksschule, Grundbildung"
4998,2schule - Technische gewerbliche Abendschule Werkmeisterschule für Berufstätige des Berufsförderungsinstitutes Wien Wien,Plösslgasse 13,1040,Wien,01/5053550,,www.tga.asn-wien.ac.at,,"TMS und THS, Sekundarbildung Oberstufe"
5034,Volksschule Wien,Dr.-Skala-Straße 43-45,1210,Wien,01/2925350,,,,"Volksschule, Grundbildung"
5042,Volksschule Wien,Florian-Hedorfer-Straße 20,1110,Wien,01/761362,,,,"Volksschule, Grundbildung"
5043,Goetheanisches Konservatorium und Waldorfpädagogische Akademie des Kuratoriums für Künstlerische und Heilende Pädagogik Wien,Feldmühlgasse 28,1130,Wien,01/8773191,,www.waldorf-hietzing.at,,Sonstige Bildungseinrichtung
5049,Volksschule Wien,Pantucekgasse 13,1110,Wien,01/7671060,,,,"Volksschule, Grundbildung"
5089,Volksschule Wien,Christian-Bucher-Gasse 14,1210,Wien,01/2703371,,,,"Volksschule, Grundbildung"
5130,Neue Mittelschule Wien,Pöchlarnstraße 14,1200,Wien,01/3327032,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5144,Neue Mittelschule Wien,Staudingergasse 6,1200,Wien,01/3303312,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5154,Neue Mittelschule Wien,Schopenhauerstraße 79,1180,Wien,01/4706118,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5161,Volksschule Wien,Lange Gasse 36,1080,Wien,01/406185,,,,"Volksschule, Grundbildung"
5222,Volksschule Wien,Reichsapfelgasse 30,1150,Wien,01/8936953,,,,"Volksschule, Grundbildung"
5240,Neue Mittelschule Wien,Lortzinggasse 2,1140,Wien,01/9823279,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5243,Volksschule Wien,Alma-Seidler-Weg 3 (Rößlergasse),1230,Wien,01/,,,,"Volksschule, Grundbildung"
5245,Volksschule der Vereinigung von Ordensschulen Österreichs Wien,Schödlbergergasse 20,1223,Wien,01/2633585,,www.schulen.wien.at/schulen/922161,,"Volksschule, Grundbildung"
5289,Arche Noah 2e Volksschule der Kirche der Siebenten-Tags-Adventisten des Schulvereins der Siebenten Tags-Adventisten Wien,Jüptnergasse 4,1220,Wien,,,,,"Volksschule, Grundbildung"
5296,Volksschule Wien,Dr.-Schober-Straße 1,1130,Wien,01/8043150,,,,"Volksschule, Grundbildung"
5304,Volksschule Wien,Pastorstraße 29,1210,Wien,01/2596103,,,,"Volksschule, Grundbildung"
5359,Höhere technische Bundeslehranstalt Wien,Rennweg 89b,1030,Wien,01/24215,,www.htl.rennweg.at,,"TMS und THS, Sekundarbildung Oberstufe"
5378,Volks- und Hauptschule Wien,Galileigasse 3,1090,Wien,01/3172170,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
5408,Sondererziehungsschule Wien,Mittelgasse 24,1060,Wien,,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
5420,Neue Mittelschule Wien,Kölblgasse 23,1030,Wien,01/7986126,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5424,Rudolf Steiner-Schule des Rudolf Steiner Schulvereins Wien,Geymüllergasse 1,1180,Wien,01/4793121,,www.waldorfschule-poetzleinsdorf.at,,SAS
5501,Volksschule Wien,Viktor Wittnergasse,1220,Wien,01/7743064,,,,"Volksschule, Grundbildung"
5502,Lycee Francais Wien,Liechtensteinstraße 37a,1090,Wien,01/3172241,,,,"Volksschule, Grundbildung"
5511,Volksschule Wien,Friedrichsplatz 5,1150,Wien,01/8923574,,,,"Volksschule, Grundbildung"
5544,2es Oberstufenrealgymnasium des Vereins Österreichisch-Ägyptische 2schule Wien,Webergasse 30,1200,Wien,01/33069844,,,,AHS
5635,Bundesgymnasium Wien,Hagenmüllergasse 30,1030,Wien,01/7123250,,,,AHS
5894,Neue Mittelschule Wien,Singrienergasse 23,1120,Wien,01/8137563,,singrienergasse.schule.wien.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
6108,Oberstufenrealgymnasium des Kuratoriums für Künstlerische und Heilende Pädagogik Rudolf Steiner Wien,Auhofstraße 78F,1130,Wien,01/8760229,,www.waldorf-hietzing.at,,AHS
6160,2schule für WerbedesignerInnen für Berufstätige des Vereines Berufsförderungsinstitut Wien Wien,Engerthstraße 117,1200,Wien,0222/9822690,,,,"TMS und THS, Sekundarbildung Oberstufe"
1415,Allgemeine Sonderschule Wien,Herderplatz 1a,1110,Wien,01/7495134,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
574,2e Volksschule des Vereins Machsike Hadass Wien,Malzgasse 16,1020,Wien,01/2143794,,,,"Volksschule, Grundbildung"
602,Jehuda Halevi Musikschule des Vereins Jehuda Halevi Zentrum für Kunst und Kultur Wien,Haidgasse 1,1020,Wien,01/,,,,Musikschule
928,2e Volksschule der Schulstiftung der Erzdiözese Wien Wien,Antonigasse 72,1180,Wien,01/4703050,,,,"Volksschule, Grundbildung"
930,Vienna Music Institute - Konservatorium des Herrn Mag. Ritsch Wien,Schanzstraße 24,1150,Wien,01/,,,,Musikschule
977,"2e Volksschule des Vereins ""PHÖNIX - Verein für Kultur, Bildung und Sport"" Wien",Gudrunstraße 11,1100,Wien,,,,,"Volksschule, Grundbildung"
1153,"2e Neue Mittelschule ""Talmud Thora-Schule"" des Vereins ""Machsike Hadass"" Wien",Malzgasse 16,1020,Wien,01/2143794,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
1289,American International School Wien,Salmannsdorfer Straße 45,1190,Wien,01/4402763,,,,"Volksschule, Grundbildung"
1307,"Wiener islamisches Gymnasium des Vereines ""SOLMIT"" Solidarisch Miteinander Wien",Rauchfangkehrergasse 34/6,1150,Wien,01/8972715,,,,AHS
1711,2e Neue Mittelschule des Schulvereins De La Salle Wien,Schopenhauerstraße 44-46,1180,Wien,01/4061173,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
1869,"2schule ""Amadeus International School of Music Vienna"" der Themes Vienna Limited & Co. KG Wien",Haus 3,1180,Wien,01/,,,,SAS
1968,"2e Handelsschule des Vereins ""Jüdisches pädagogisches Zentrum"" Wien",Rabbiner Schneersonplatz 1,1020,Wien,01/,,,,"Kaufmännische Schule, Sekundarbildung Oberstufe"
2369,Jam Music Lab - Conservatory for Jazz and Popular Vienna der Jam Music Lab GmbH Wien,Guglgasse 8-12,1110,Wien,01/,,,,Musikschule
2530,Jehuda Halevi Musikschule des Vereins Jehuda Halevi Zentrum für Kunst und Kultur Wien,Simon-Wiesenthal Gasse 3,1020,Wien,01/,,,,Musikschule
2875,2schule des Vereins Schulkollektiv Wien Wien,Währingerstraße 59,1090,Wien,01/4085000,,,,SAS
3079,Volksschule des Institutes Neulandschulen Wien,Ludwig-von-Höhnel-Gasse 17-19,1100,Wien,01/6850572,,,,"Volksschule, Grundbildung"
3138,2e Neue Mittelschule der Schulstiftung der Erzdiözese Wien Wien,Antonigasse 72,1180,Wien,01/4703050,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
3164,2e Neue Mittelschule der Kongregation der Töchter der Göttlichen Liebe Wien,Lacknergasse 89,1180,Wien,01/4792180,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
3477,"2schule ""Saudische Schule in Wien des Königreichs von Saudi-Arabien"" Wien",Reisnerstraße 4,1030,Wien,01/,,,,SAS
3508,Volksschule der Kongregation der Töchter der göttlichen Liebe Wien,Lacknergasse 89,1180,Wien,01/4792180,,,,"Volksschule, Grundbildung"
3509,Volksschule St. Franziskus des Schulvereines der Schulschwestern vom III. Orden des hl. Franziskus Wien,Apostelgasse 5,1030,Wien,01/7135331,,,,"Volksschule, Grundbildung"
4156,"""Komit-Schule"" Konduktiv Mehrfachtherapeutische und Integrative Schule des Therapieinstitutes Keil GmbH Wien",Bergsteiggasse 36-38,1170,Wien,01/4088122,,,,SAS
4180,Berufsschule für Einzelhandel Wien,Amalienstraße 31-33,1130,Wien,01/59916-95041,,,,"Berufsschule, Sekundarbildung Oberstufe"
4207,Volksschule der P.P. Piaristen Wien,Piaristengasse 43,1080,Wien,01/4062260,,,,"Volksschule, Grundbildung"
4267,2e Volksschule des Schulvereins De La Salle Wien,Schopenhauerstraße 44-46,1180,Wien,01/4061173,,,,"Volksschule, Grundbildung"
4498,"2schule ""Montessori Kinderwelt"" des Vereins 2schule Montessori Kinderwelt Wien",Galvanigasse 15,1210,Wien,01/,,,,"Volksschule, SAS, Grundbildung"
4545,Volksschule Mater Salvatoris der Töchter des Göttlichen Heilandes Wien,Kenyongasse 4-8,1070,Wien,01/5232983,,,,"Volksschule, Grundbildung"
4767,"2schule ""Beth-Jakov""-Dreijährige jüdische Mädchenfachschule f. Kommunikation u. Wirtschaft d. Israelitischen Tempel- u. Schulvereines Machsike Hadass Wien",Große Stadtgutgasse 24,1020,Wien,01/2143794,,,,"WMS und WHS, Sekundarbildung Oberstufe"
4961,2schule Richard Wagner Konservatorium des Herrn Mirza Kapetanovic Wien,Wienerbergstraße 28/EG,1120,Wien,01/,,,,"Musikschule, SAS"
5382,2schule Dr.H.C.Rudolf Buchinger der Raiffeisenzentralkasse für Niederösterreich/Wien Wien,Landstraßer Hauptstraße 138,1030,Wien,01/7121313,,,,Sonstige Bildungseinrichtung
5523,2e Volksschule der Schulstiftung der Erzdiözese Wien Wien,Judenplatz 6,1010,Wien,01/5339584,,,,"Volksschule, Grundbildung"
5528,"2e Neue Mittelschule des Vereins ""PHÖNIX - Verein für Kultur, Bildung und Sport"" Wien",Gudrunstraße 11,1100,Wien,01/,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5791,2e Berufsschule für Brau- und Getränketechnik und für Destillateure des Vereins Österreichisches Getränkeinstitut Wien,Blaasstraße 29,1190,Wien,01/,,,,"Berufsschule, Sekundarbildung Oberstufe"
6010,Schule für Sozialbetreuungsberufe des Aus- und Weiterbildungszentrum Soziales Wien GmbH Wien,Schlachthausgasse 37,1030,Wien,01/,,,,"Sozialberufliche Schule, Sekundarbildung Oberstufe"
6174,2e Volksschule der Schulstiftung der Erzdiözese Wien Wien,Maurer Lange-Gasse 115,1230,Wien,01/8898282,,,,"Volksschule, Grundbildung"
