skz,name,street,zip,city,phone,email,website,principal,school_type
4978,Handelsakademie II und Handelsschule III der Wiener Kaufmannschaft Wien,Hamerlingplatz 5-6,1080,Wien,+43 1 4062347,,www.hamerlingplatz.vbs.ac.at,Frau Mag. Monika Hodoschek,"Kaufmännische Schule, Sekundarbildung Oberstufe"
3846,Bundesrealgymnasium mit besonderer Berücksichtigung der musischen Ausbildung,Boerhaavegasse 15,1030,Wien,01/7134423,,www.boerhaavegasse.at,,AHS
2712,Schule für Sozialbetreuungsberufe der Caritas der Erzdiözese Wien Wien,Absberggasse 27,1100,Wien,01/2142580,,www.sob.caritas-wien.at,Dr.Hannes Meyer,"Sozialberufliche Schule, Sonstige Bildungseinrichtung"
3680,"Fachschule, Aufbaulehrgang und Höhere Lehranstalt für wirtschaftliche Berufe des Instituts Sancta Christiana Wien",Willergasse 55,1230,Wien,01/8884143,,www.stachristiana.at,,"Sozialberufliche Schule, Sekundarbildung Oberstufe"
3956,"Speziallehrgang f. Leitungsfunktionen i.d. Sozialarbeit, Exp.d.Lehranst.f.heilpädag. Berufe (902469) d. Caritas d.Erzd.Wien",Kardinal-König-Platz 3,1130,Wien,01/8039869,,www.sozialmanagement.at,,"Sozialakademie, Sozialberufliche Schule, Sonstige Bildungseinrichtung"
5839,Handelsschule am Bundes-Blindenerziehungsinstitut Wien,Wittelsbachstraße 5,1020,Wien,01/7280866,,www.bbi.at,Prof. Susanne Alteneder,"Kaufmännische Schule, Sekundarbildung Oberstufe"
4965,Tierpflegerschule Vetmeduni Vienna,Veterinärplatz 1,1210,Wien,01/25077-3750,,www.vetmeduni.ac.at/tierpflegerschule,Univ.-Prof. Dr. med. vet. PhD Yves Moens,"LFMS, Sekundarbildung Oberstufe"
4070,Bundesgymnasium Wien,Albertgasse 18-22,1080,Wien,01/4056115,,www.grg8.at,Mag. Roman Wolf,AHS
842,"Bundesgymnasium Wien ""Das 21er""",Franklinstraße 21,1210,Wien,01/2711599,,www.das21er.ac.at,Mag. Karl Heinz Hochschorner,AHS
1160,Kirchliche Pädagogische Hochschule Wien/Krems,Mayerweckstraße 1,1210,Wien,01/29108 0,,www.kphvie.ac.at,,"Pädagogische Hochschulen, Hochschulen"
1448,Gymnasium und Realgymnasium des Institutes Neulandschulen Wien,Alfred-Wegener-Gasse 10-12,1190,Wien,01/3202107 550,,www.nls.at,Schulleiter,AHS
1722,Höhere technische Bundeslehr- und Versuchsanstalt Wien,Leberstraße 4c,1030,Wien,01/7992631,,www.bautechnikum.at,,"TMS und THS, Sekundarbildung Oberstufe"
5395,Prayner Konservatorium des Herrn Mag. Josef Schmid mit Öffentlichkeitsrecht Wien,Mühlgasse 28-30 (Hauptstandort) und Mariahilferstrasse 51 (Expositur),1040,Wien,+43 (0)1 / 587 57 49 und (0)1 / 581 20 58,,www.konservatorium-prayner.at,,"Berufsschule, Musikschule, Hochschulen, Sonstige Bildungseinrichtung"
4470,International Christian School of Vienna,Wagramer Straße 175/Panethgasse 6A,1220,Wien,01/25122-0,,www.icsv.at,Dr. Sharon Brobst,"AHS mit NMS, Volksschule, SAS"
6188,Vienna European School,Paulinengasse 16,1180,Wien,+43 (0) 1 470 46 00,,www.ves.at,,"AHS mit NMS, Neue Mittelschule, Volksschule, AHS, Sekundarbildung Oberstufe, Sekundarbildung Unterstufe, Kindergarten"
4540,Bildungszentrum Kenyongasse Bildungsanstalt für Elementarpädagogik Wien,Kenyongasse 4-12,1070,Wien,01/5232983-209,,www.kenyon.at/bafep,,"LMS und LHS, Sekundarbildung Oberstufe, Kindergarten"
2476,Höhere graphische Bundeslehr- und Versuchsanstalt Wien,Leyserstraße 6,1140,Wien,01/9823914,,www.graphische.net,,"TMS und THS, Sekundarbildung Oberstufe"
5971,Bundesrealgymnasium und Wirtschaftskundlliches Realgymnasium Wien,Feldgasse 6 -8,1080,Wien,01/4073469,,www.feldgasse.at,Mag. Sabine Holl-Blauensteiner,AHS
4058,Kolleg für Sozialpädagogik für Berufstätige des Vereines Wiener Arbeitsgemeinschaft für Sozialpädagogik Wien,Schloßhofer Straße 4/Stg. 6/3 Stk.,1210,Wien,01/2699600,,www.sozialpaedagogik.at,,"LMS und LHS, Sekundarbildung Oberstufe"
5350,Danube International School Vienna,Josef Gall Gasse 2,1020,Wien,01/7203110-0,,www.danubeschool.com,Dr. Michelle Purghart,"Volksschule, AHS, Kindergarten"
3731,Bundesgymnasium und wirtschaftskundliches Bundesrealgymnasium Wien,Haizingergasse 37,1180,Wien,01/4780678-11,,www.gwiku18.at,Mag. Manuela Wallner,AHS
4123,Bundesreal- und Oberstufenrealgymnasium für Studierende der Musik,Neustiftgasse 95-99,1070,Wien,01/5231249,,www.mgw.at,,AHS
5368,Gymnasium und Realgymnasium des Schulverbundes SSND Österreich/ Schulschwestern Notre Dame Wien,Friesgasse 4,1150,Wien,01/8936550,,www.schulefriesgasse.ac.at,,AHS
5301,Lehranstalt für systemische Familientherapie der Erzdiözese Wien für Berufstätige,Trauttmansdorffgasse 3a,1130,Wien,01/4786300,,www.lasf.at,,"WMS und WHS, Sozialberufliche Schule, Sekundarbildung Oberstufe"
4691,Bundeshandelsakademie und Bundeshandelsschule Wien 11,Geringergasse 2,1110,Wien,01/7679555,,www.bhakwien11.at,Frau Mag. Patricia Mitak-Schabel,"Kaufmännische Schule, Sekundarbildung Oberstufe"
385,Gymnasium und Realgymnasium Kollegium Kalksburg der Vereinigung von Ordensschulen Österreichs Wien,Promenadeweg 3,1230,Wien,01/8884158-151,,gym.kalksburg.at,,AHS
3491,Bundesgymnasium Wien,Parhamerplatz 18,1170,Wien,01/4863407,,www.parhamer.at,,AHS
4748,Privatschule Infinum,Hetzendorfer Straße 77,1120,Wien,01/8047879,,infinum.edupage.org,Dir. Mag. Nina L. Glavic,"AHS mit NMS, Neue Mittelschule, Volksschule, AHS, Sekundarbildung Oberstufe, Grundbildung"
5275,Bundesgymnasium Wien Zirkusgasse,Hegelgasse 14,1010,Wien,01/2142215,,www.ahs-zirkusgasse.at,Mag. Margot Stöger,AHS
2204,"Alfschule (Aktives Lernen Favoriten) des Vereins Bildungswerkstatt Lebensschule, Verein zur Förderung von aktivem und offenem Lernen Wien",Jenny-Lind-Gasse 1,1100,Wien,01/6893354,,www.alf-schule.at,Geyer Eva,"Hauptschule, Volksschule, SAS, AHS"
3748,Bundesgymnasium Wien,Jodok-Fink-Platz 2,1080,Wien,01/4056599,,www.bg8.at,,AHS
4113,Höhere technische Bundeslehranstalt Wien,Thaliastraße 125 - Hettenkoferg. 15,1160,Wien,01/491110,,www.htl-ottakring.at,,"TMS und THS, Sekundarbildung Oberstufe"
471,Expositur der höheren gewerblichen Bundeslehranstalt (Fachrichtung Wirtschaft) (909429) Wien,Maygasse 25,1130,Wien,01/8046364,,www.hlmw9.at/de/wirtschaft/hoerbeeintraechtigte.html,Mag. Prof. Patricia Neuhofer,"WMS und WHS, Sekundarbildung Oberstufe"
2576,Hochschule für Agrar- und Umweltpädagogik Wien Wien,Angermayergasse 1,1130,Wien,01/8772266-0,,www.agrarumweltpaedagogik.ac.at,,"Pädagogische Hochschulen, Hochschulen"
4074,Bundesgymnasium Wien,Wenzgasse 7,1130,Wien,01/8771032,,www.wenzgasse.at,,AHS
3218,Private Volksschule Avicenna (lbn Sina),Prager Straße 124,1210,Wien,01/2700044,,avicenna.schule.wien.at,Mag. Josef Lanzl,"AHS mit NMS, Volksschule, Grundbildung"
2805,2e Handelsakademie und Handelsschule Marienanstalt - Sacre Coeur der Erzdiözese Wien Wien,Fasangasse 4,1030,Wien,01/7984567,,www.hak-sacre-coeur.at,,"Kaufmännische Schule, Sekundarbildung Oberstufe"
2930,Bildungsanstalt für Elementarpädagogik der Stadt Wien,Patrizigasse 2,1210,Wien,01/4000 90950,,www.bafep21.wien.at,,"LMS und LHS, Sekundarbildung Oberstufe"
2766,BG und BRG Wien XVI und ORG für LeistungsportlerInnen,Maroltingergasse 69-71,1160,Wien,01/4931838,,www.g16.at,Mag. Elisabeth Gutenberg,AHS
2344,Bundesrealgymnasium Wien 15,Henriettenplatz 6,1150,Wien,01/8936743,,www.brgorg15.at,,AHS
4266,IRPA 2er Studiengang für das Lehramt für Islamische Religion an Pflichtschulen Wien,Eitnergasse 6,1230,Wien,01/8674400,,www.irpa.ac.at,,"Pädagogische Hochschulen, Hochschulen"
2824,Gymnasium des Institutes Neulandschulen Wien,Ludwig-von-Höhnel-Gasse 17-19,1100,Wien,01/6881195-550,,www.nls.at,,AHS
919,Bundessportakademie Wien,Auf der Schmelz 6,1150,Wien,01/427727901,,www.bspa.at/wien,,"LMS und LHS, Sekundarbildung Oberstufe"
5284,Bundesgymnasium Wien,Rahlgasse 4,1060,Wien,01/5878346,,www.ahs-rahlgasse.at,Mag.a Ilse Rollett,AHS
6101,Bundesgymnasium Wien XIX Wien,Gymnasiumstraße 83,1190,Wien,01/3688885,,www.g19.at,,AHS
5186,Bundesgymnasium Wien,Kleine Sperlgasse 2c,1020,Wien,01/2147376,,www.sperlgymnasium.at,,AHS
630,Bundesgymnasium und Bundesrealgymnasium Wien,Gottschalkgasse 21,1110,Wien,01/7132199,,www.grg11.at,,AHS
2816,"Lycee Francais de Vienne, Wien",Liechtensteinstraße 37a,1090,Wien,01/3172241,,www.lyceefrancais.at,Doriane RAPP,"Volksschule, AHS"
1701,Bundesgymnasium Wien,Ettenreichgasse 41-43,1100,Wien,01/6044218,,www.ettenreich.at,HR Dir. Mag. Reingard GLATZ,AHS
416,"Islamische Fachschule für Soziale Bildung der Islamischen Religionsgemeinde Wien für Wien, Niederösterreich und Burgenland Wien",Neustiftgasse 117,1070,Wien,01/78632248,,,Mag.a Zeynep Elibol,"WMS und WHS, Sozialberufliche Schule, Sekundarbildung Oberstufe"
1736,Höhere Bundeslehranstalt für Mode sowie Kunst und Gestaltung,Herbststraße 104,1160,Wien,01/4920970,,www.herbststrasse.at,,"TMS und THS, WMS und WHS, Sekundarbildung Oberstufe"
17,Bundesrealgymnasium Wien,Waltergasse 7,1040,Wien,01/5053447,,www.brg4.at,,AHS
46,Bundesgymnasium Wien,Billrothstraße 73,1190,Wien,01/3682539,,www.billroth73.at,,AHS
58,Gymnasium Albertus Magnus Schule der Vereinigung von Ordensschulen Österreichs Wien,Semperstraße 45,1180,Wien,01/4796918,,ams-wien.at,,AHS
109,Berufsschule für Baugewerbe Wien,Wagramer Straße 65,1222,Wien,01/59916-96070,,www.bsbau.at,,"Berufsschule, Sekundarbildung Oberstufe"
119,"Berufsschule für Holz, Klang, Farbe und Lack Wien",Hütteldorfer Straße 7-17,1150,Wien,01/59916/95261,,www.bsholz-wien.at,,"Berufsschule, Sekundarbildung Oberstufe"
165,Polytechnische Schule Wien,Pernersdorfergasse 30,1100,Wien,01/624476,,www.wbn.wien.at/schulen/910034,,"Polytechnische Schule, Sekundarbildung Oberstufe"
374,Zwi Perez Chajes Schule Realgymnasium mit Modellversuch Neue Mittelschule der Israelitischen Kultusgemeinde Wien Wien,Simon Wiesenthal-Gasse 3,1020,Wien,01/2164046-15,,www.zpc.at,,"AHS mit NMS, AHS, Sekundarbildung Unterstufe"
409,Bundesgymnasium Wien,Laaer-Berg-Straße 25-29,1100,Wien,01/6043422,,www.grg10laa.asn-wien.ac.at,,AHS
455,Bundes-Oberstufenrealgymnasium Wien,Hegelgasse 12,1010,Wien,01/5123937,,h12.at,,AHS
479,Berufsschule für Handel und Administration Wien,Panikengasse 31,1160,Wien,01/59916-95905,,www.bsha.at,,"Berufsschule, Sekundarbildung Oberstufe"
603,Polytechnische Schule Wien,Anton Baumgartner-Straße 44,1230,Wien,01/,,www.schulen.wien.at/schulen/923024,,"Polytechnische Schule, Sekundarbildung Oberstufe"
838,Bundesrealgymnasium Wien,Glasergasse 25,1090,Wien,01/3175459,,www.erich-fried-realgymnasium.at,,AHS
952,Vienna Business School Handelsakademie und Handelsschule Floridsdorf des Fonds der Wiener Kaufmannschaft Wien,Franklinstraße 24,1210,Wien,01/2706288,,www.floridsdorf.vbs.ac.at,,"Kaufmännische Schule, Sekundarbildung Oberstufe"
