skz,name,street,zip,city,phone,email,website,principal,school_type
133254,ATUT - LICEUM OGÓLNOKSZAŁCĄCE DLA DOROSŁYCH,ul. Józefa Mireckiego 56,96-300,Żyrardów,512103165,zyrardow.kierownik@atutstrefarozwoju.pl,www.atutstrefarozwoju.pl,MONIKA PIOTROWSKA-KISIEL,Gymnázium
131804,ATUT - LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,ul. 3 Maja 22,41-500,Chorzów,513759842,chorzow@atutstrefarozwoju.pl,www.atutstrefarozwoju.pl,MONIKA PIOTROWSKA-KISIEL,Gymnázium
119729,ATUT LIDER KSZTAŁCENIA LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W KOSZALINIE,ul. Biskupa Czesława Domina 7,75-065,Koszalin,943420596,,,KATARZYNA CIESIELSKA,Gymnázium
276059,AUGUSTOWSKIE CENTRUM EDUKACYJNE BRANŻOWA SZKOŁA II STOPNIA W AUGUSTOWIE,al. Aleja Kardynała Wyszyńskiego 3,16-300,Augustów,876492861,ace@acedu.pl,www.acedu.pl, ,Nástavbová odborná škola
48232,AUGUSTOWSKIE CENTRUM EDUKACYJNE W AUGUSTOWIE TECHNIKUM NR 1 W AUGUSTOWIE IM. 2 KORPUSU POLSKIEGO,al. Aleja Kardynała Wyszyńskiego 3,16-300,Augustów,876432861,ace@acedu.pl,www.acedu.pl, ,Střední odborná škola (technická)
277058,AUTORSKA SZKOŁA KLANZY - LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU,ul. Wincentego Witosa 15 B,15-660,Białystok,856510447,sekretariat@liceumask.klanza.pl,liceumask.klanza.pl,MAŁGORZATA BOROWSKA,Gymnázium
278772,AUTORSKA SZKOŁA PONADPODSTAWOWA-LICEUM SOWIZDRZAŁA,ul. Tadeusza Boya Żeleńskiego 96,40-750,Katowice,785335454,kontakt@liceumsowizdrzala.pl,www.liceumsowizdrzala.pl,DOMINIKA HOFMAN-KOZŁOWSKA,Gymnázium
480942,AUTORSKIE LICEUM NAVIGO POZNAŃ,ul. Robocza 4A,61-538,Poznań-Wilda,605202316,dyrekcja@przyjaznaszkola.com,,ALEKSANDRA JARZĘBSKA,Gymnázium
278744,AUTORSKIE LICEUM NAVIGO WROCŁAW,ul. Strzegomska 2-4,53-611,Wrocław-Fabryczna,792565356,wroclaw@navigoliceum.pl,www.navigoliceum.pl,MATEUSZ MAJEWSKI,Gymnázium
265124,AUTORSKIE LICEUM OGÓLNOKSZTAŁCĄCE GALILEO,ul. Inowrocławska 56,53-648,Wrocław-Stare Miasto,690660828,biuro@galileo.edu.pl,https://galileo.edu.pl,KATARZYNA WALCZAK,Gymnázium
25712,AUTORSKIE LICEUM OGÓLNOKSZTAŁCĄCE NIEPUBLICZNE NR 42,ul. Iwicka 47b,02-735,Mokotów,228411545,sekretariat@alon42.waw.pl,www.alon42.waw.pl,PAWEŁ KONRAD,Gymnázium
478324,AUTORSKIE LICEUM PRZYSZŁOŚCI,ul. Sieradzka 5,50-568,Wrocław-Krzyki,661446777,liceum@szkola-montessori.com.pl,www.liceumprzyszlosci.pl,AGNIESZKA OLSZEWSKA,Gymnázium
131746,BAŁTYCKIE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GDAŃSKU,ul. Rajska 6,80-850,Gdańsk,603875533,baltyckielog@wp.pl,,Jarosław Szczukowski,Gymnázium
275495,BERNARDYŃSKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. O. ANASTAZEGO PANKIEWICZA W ŁODZI,ul. Bł. Anastazego Pankiewicza 15,91-738,Łódź-Bałuty,426561124,juwenalis@wp.pl,www.pankiewicz.edu.pl,ZBIGNIEW ANDRZEJCZAK,Gymnázium
74585,"""EUROPEJSKIE"" PRYWATNE ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SZCZECINIE",ul. Aleja Piastów 45,70-311,Szczecin,914626494,sekretariat@europejskie.edu.pl,www.europejskie.edu.pl,MACIEJ KOĆMIT,Gymnázium
481750,BRANŻOWA SZKOŁA ELEKTRYCZNA II STOPNIA W LUBLINIE,ul. Długa 6,20-346,Lublin,817443314,poczta@zsen.lublin.eu,www.zsen.lublin.eu, ,Nástavbová odborná škola
85127,"""ŻAGLE"" LICEUM OGÓLNOKSZTAŁCĄCE STOWARZYSZENIA STERNIK",ul. Mieczysława Pożaryskiego 28,04-703,Wawer,228159031,szkola.zagle@sternik.edu.pl,zagle.sternik.edu.pl,DARIUSZ JUSTYNIARSKI,Gymnázium
264878,AKADEMICKIE LICEUM OGÓLNOKSZTAŁCĄCE POLITECHNIKI ŚLĄSKIEJ,ul. Tadeusza Kościuszki 54,44-200,Rybnik,324295739,alorybnik@polsl.pl,alorybnik.polsl.pl,KRZYSZTOF LAZAJ,Gymnázium
125851,"""ALA"" AUTORSKIE LICEUM ARTYSTYCZNE I AKADEMICKIE",ul. Nadrzeczna 5,42-202,Częstochowa,343680375,alacz@o2.pl,www.alacz.edu.pl,ZOFIA ŚCIEBURA,Gymnázium
277639,"""ALETECHNIKUM"" TECHNIKUM DLA MŁODZIEŻY W ŁODZI",ul. Rewolucji 1905 r. 65,90-221,Łódź-Śródmieście,791499655,dyrektor.lodz@akademickielo.pl,,MAŁGORZATA DRZEWIECKA,Střední odborná škola (technická)
76170,"""EUROCONSULTING"" CENTRUM KSZTAŁCENIA DOROSŁYCH. LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W OLEŚNICY",ul. Ignacego Paderewskiego 2,56-400,Oleśnica,717989140,euroconsulting@poczta.fm,www.ec.edu.pl,KAZIMIERZ GĘBUŚ,Gymnázium
274783,BESKIDZKA BRANŻOWA SZKOŁA II STOPNIA,ul. Kościelna 5,34-200,Sucha Beskidzka,338744536,bncdn@poczta.fm,beskidzka.weebly.com,TOMASZ PROKOP,Nástavbová odborná škola
479017,BRANŻOWA SZKOŁA II STOPNA NR 4 W KIELCACH,ul. Łódzka 200,25-655,Kielce,413676872,sekretariat@ckz.kielce.eu,www.ckz.kielce.eu, ,Nástavbová odborná škola
479647,BRANŻOWA SZKOŁA II STOPNIA,ul. św. Barbary 1B,39-400,Tarnobrzeg,158223655,zsp3@oswiata.tarnobrzeg.pl,http://budowlanka.tbg.net.pl/, ,Nástavbová odborná škola
275704,BRANŻOWA SZKOŁA II STOPNIA,ul. Ogrodowa 20,23-300,Janów Lubelski,158724015,zszjanow@o2.pl,www.zstjanow.edu.pl, ,Nástavbová odborná škola
275776,BRANŻOWA SZKOŁA II STOPNIA,ul. Spółdzielcza 6,28-400,Pińczów,413573000,sekretariat@zszpinczow.pl,www.zsz.pinczow.pl, ,Nástavbová odborná škola
275931,BRANŻOWA SZKOŁA II STOPNIA,ul. Mazurska 28,87-300,Brodnica,564982466,sekretariat@ckziubrodnica.pl,www.ckziubrodnica.pl, ,Nástavbová odborná škola
276237,BRANŻOWA SZKOŁA II STOPNIA,ul. Wincentego Witosa 49,69-200,Sulęcin,957552475,szkol@hoga.pl,www.zsliz-sulecin.edu.pl, ,Nástavbová odborná škola
276078,BRANŻOWA SZKOŁA II STOPNIA,ul. Ogrodowa 2A,58-306,Wałbrzych,748467474,szkola@zs5.mail.pl,zs5.walbrzych.pl, ,Nástavbová odborná škola
276044,BRANŻOWA SZKOŁA II STOPNIA,ul. Kościuszki 58,88-200,Radziejów,542853625,poczta@zsmradziejow.pl,www.zsmradziejow.pl, ,Nástavbová odborná škola
275516,BRANŻOWA SZKOŁA II STOPNIA,ul. św. Mikołaja 6,87-410,Kowalewo Pomorskie,566841503,sekretariat@zskowalewo.golub-dobrzyn.com.pl,www.zskowalewo.golub-dobrzyn.com.pl, ,Nástavbová odborná škola
275074,BRANŻOWA SZKOŁA II STOPNIA,ul. 3 Maja 15,43-450,Ustroń,0338543543,sekretariat@zstustron.edu.pl,www.zstustron.edu.pl, ,Nástavbová odborná škola
275216,BRANŻOWA SZKOŁA II STOPNIA,ul. Szczecińska 88,78-300,Świdwin,943652582,sekretariat@zsrckp.com,www.zsrckp.com, ,Nástavbová odborná škola
275251,BRANŻOWA SZKOŁA II STOPNIA,ul. Stefana Czarnieckiego 69,14-100,Ostróda,896467227,sekretariat@rolnik.edu.pl,www.rolnik.edu.pl, ,Nástavbová odborná škola
275069,BRANŻOWA SZKOŁA II STOPNIA,ul. Malinowa 10,43-430,Międzyświeć,48338533766,sekretariat@zsptmiedzyswiec.pl,zsptmiedzyswiec.pl,BARBARA LASOŃ,Nástavbová odborná škola
275073,BRANŻOWA SZKOŁA II STOPNIA,ul. Górecka 65,43-430,Skoczów,0334792225,sekretariat@zstio-skoczow.pl,www.zstio-skoczow.pl, ,Nástavbová odborná škola
275460,BRANŻOWA SZKOŁA II STOPNIA,ul. 3 Maja 42,44-230,Czerwionka-Leszczyny,324311466,zsczl@poczta.onet.pl,www.zscl.pl, ,Nástavbová odborná škola
274896,BRANŻOWA SZKOŁA II STOPNIA,ul. Górska 39,05-100,Nowy Dwór Mazowiecki,227752041,zsz1ndm@wp.pl,www.zsz1ndm.pl, ,Nástavbová odborná škola
275485,BRANŻOWA SZKOŁA II STOPNIA,26,36-053,Nowy Kamień,178556516,zskamien@gmail.com,http://www.zskamien.com, ,Nástavbová odborná škola
274876,BRANŻOWA SZKOŁA II STOPNIA,ul. Wojska Polskiego 32,98-300,Wieluń,438433556,zs1@zs1.wielun.pl,https://zs1.wielun.pl, ,Nástavbová odborná škola
275173,BRANŻOWA SZKOŁA II STOPNIA,ul. Jaćwieska 14,19-500,Gołdap,876150344,sekretariat@zszgoldap.pl,http://zszgoldap.superszkolna.pl/, ,Nástavbová odborná škola
274802,BRANŻOWA SZKOŁA II STOPNIA,ul. Kartuska 48,83-400,Kościerzyna,586863661,pzs3.koscierzyna@powiatkoscierski.pl,, ,Nástavbová odborná škola
279444,BRANŻOWA SZKOŁA II STOPNIA,ul. Powstańców Śląskich 3,47-100,Strzelce Opolskie,774612701,ckziu@ckziu-strzelce.pl,, ,Nástavbová odborná škola
478241,BRANŻOWA SZKOŁA II STOPNIA,ul. Aleja Józefa Piłsudskiego 5,41-300,Dąbrowa Górnicza,322622504,sekretariat@ckizu.dg.pl,www.ckziu.dg.pl, ,Nástavbová odborná škola
277299,BRANŻOWA SZKOŁA II STOPNIA,ul. Parkowa 9,68-200,Żary,683632950,sekretariat@ckziu.zary.pl,ckziu.zary.pl, ,Nástavbová odborná škola
278587,"BRANŻOWA SZKOŁA II STOPNIA ""ADAMANTEM"" W GOGOŁOWEJ",ul. 26 Marca 66,44-300,Wodzisław Śląski,570888943,biuro@adamantem.edu.pl,adamantem.edu.pl,DANUTA JARCZOK,Nástavbová odborná škola
275389,"BRANŻOWA SZKOŁA II STOPNIA ""MEDICA"" W STARGARDZIE",ul. Mieszka I 4,73-110,Stargard,915732122,info@medica.edu.pl,www.medica.edu.pl,JOANNA BIELENINK,Nástavbová odborná škola
275319,"BRANŻOWA SZKOŁA II STOPNIA ""PRYMUS"" W PODDĘBICACH",ul. Targowa 7B,99-200,Poddębice,436783521,sekretariat@ckprymus.pl,www.ckprymus.pl,EDYTA SAWICKA,Nástavbová odborná škola
481358,BRANŻOWA SZKOŁA II STOPNIA,ul. Fryderyka Chopina 9,59-623,Lubomierz,757833634,zsoizlub@poczta.onet.pl,, ,Nástavbová odborná škola
478996,"BRANŻOWA SZKOŁA II STOPNIA ""UNIWEREK"" W KOŃSKICH",ul. Marszałka Piłsudskiego 72,26-200,Końskie,413752021,uniwerekkonskie@o2.pl,www.szkolyuniwerek.pl,ARTUR OBARA,Nástavbová odborná škola
274818,BRANŻOWA SZKOŁA II STOPNIA A.K.S. SZKOŁA TECHNICZNA,ul. Norweska 12,72-602,Świnoujście,512263501,sekretariat@aks.szkola.pl,www.aks.szkola.pl,ANNA STECYK,Nástavbová odborná škola
275887,BRANŻOWA SZKOŁA II STOPNIA CENTRUM SZKOLENIOWE WIEDZA,ul. Kolejowa 5,62-600,Koło,632720865,kolo@cswiedza.pl,kolo.szkoly.cswiedza.pl,BEATA BIAŁASIK,Nástavbová odborná škola
276290,BRANŻOWA SZKOŁA II STOPNIA CENTRUM SZKOLENIOWEGO WIEDZA,ul. Powstańców Wielkopolskich 16,62-510,Konin,632437705,kontakt@cswiedza.pl,www.cswiedza.pl,WANDA MUSIAŁ,Nástavbová odborná škola
274899,BRANŻOWA SZKOŁA II STOPNIA CENTRUM SZKOLENIOWEGO WIEDZA,ul. Parkowa 3,62-700,Turek,632784777,turek@cswiedza.pl,www.cswiedza.pl,WIOLETTA WITULSKA,Nástavbová odborná škola
275276,BRANŻOWA SZKOŁA II STOPNIA CENTRUM SZKOLENIOWEGO WIEDZA,ul. Kazimierza Żórawskiego 5,06-400,Ciechanów,236732781,ciechanow@cswiedza.pl,www.cswiedza.pl,WANDA MUSIAŁ,Nástavbová odborná škola
275758,BRANŻOWA SZKOŁA II STOPNIA DLA DOROSŁYCH W WĄGROWCU,ul. Kcyńska 48,62-100,Wągrowiec,672620108,SEKRETARIAT@GIGANCI.PL,, ,Nástavbová odborná škola
275796,BRANŻOWA SZKOŁA II STOPNIA DLA DOROSŁYCH W ZESPOLE SZKÓŁ BUDOWNICTWA I KSZTAŁCENIA ZAWODOWEGO IM. EUGENIUSZA KWIATKOWSKIEGO W KONINIE,ul. Budowlanych 6,62-510,Konin,632433268,sekretariat@zsbikz.konin.pl,https://zsbikz.konin.pl/, ,Nástavbová odborná škola
