skz,name,street,zip,city,phone,email,website,principal,school_type
03Y08,Carl-von-Ossietzky-Gymnasium,Görschstr. 42-44,13187,Berlin (Pankow),+49 30 49400390,sekretariat@cvo.berlin,cvo.berlin,"Dr. Musold, Harald",Gymnázium
01P54,CeFi - Fachschule für Sozialpädagogik,Turmstr. 44,10551,Berlin (Moabit),+49 30 91692880,sekretariat@cefi-akademie.de,www.cefi-akademie.de,"Dr. Zimmermann, Ulrike",Vyšší odborná škola
08P08,Cenfila gGmbH,Karl-Marx-Str. 255,12057,Berlin (Neukölln),+49 30 667767970,info@acenta-berlin.de,cenfila.de,"Neumann, Cornelia; Ünsalsudan, Ebru",Střední odborná škola (SOŠ)
10P20,"Chance Bildung, Jugend und Sport BJS gGmbH",Allee der Kosmonauten 35A,12681,Berlin (Marzahn),+49 30 40754614,bfs@chance-berlin.com,chance-berlin.com,"Wurmsee-Purschke, Sabrina",Vyšší odborná škola
04S07,Comenius-Schule,Gieselerstr. 4,10713,Berlin (Wilmersdorf),+49 30 8649950,Schulleitung@comenius.schule.berlin.de,www.schule-comenius.de,"Walther, Ulrike",Odborná škola se speciální pedagogikou
02P30,Concept - Fachschule für Sozialpädagogik,Gubener Str. 47,10243,Berlin (Friedrichshain),+49 30 33916940,info@concept-berlin.de,www.concept-berlin.de,"Schulz-Behrendt, Claudia",Vyšší odborná škola
02P23,Concept Berufliche Schulen gGmbH Berlin,Revaler Str. 100,10245,Berlin (Friedrichshain),+49 30 48485850,info@concept-berlin.de,www.concept-berlin.de,"Thümler, W.; Petermann, L.; Galbiers, N.",Střední odborná škola (SOŠ)
10P21,D&B Dienstleistung und Bildung gGmbH,Leunaer Str. 7,12681,Berlin (Marzahn),+49 30 9860090,schulen-marzahn@semper-schulen.de,www.dub-berlin.de,"Dr. May-Witt, K.; Mushold, C.; Staar, Y.",Vyšší odborná škola
08P17,DAA - Deutsche Angestellten-Akademie GmbH,Buckower Damm 114,12349,Berlin (Britz),+49 30 78902341,info.berlin@daa.de,www.daa-berlin.de,"Kröger, Mirja",Vyšší odborná škola
02Y05,Dathe-Gymnasium,Helsingforser Str. 11-13,10243,Berlin (Friedrichshain),+49 30 2936063,sek@dathe-gymnasium.de,www.dathe-gymnasium.de,"Mücke, Matthias Jonas",Gymnázium
01P46,DDA Destiny Diversity Academy GmbH,Brunnenstr. 110D,13355,Berlin (Gesundbrunnen),+49 30 76236766,info@ddacademy.de,www.ddacademy.de,"Özdemir, Zehra",Střední odborná škola (SOŠ)
01Y09,Diesterweg-Gymnasium,Böttgerstr. 2-6,13357,Berlin (Gesundbrunnen),+49 30 46309620,sekretariat@dwgym.berlin,www.dwgym.berlin,"Lehmann, Volker",Gymnázium
11P15,Donner+ Kern gGmbH,Möllendorffstr. 48,10367,Berlin (Fennpfuhl),+49 30 27591090,b.krause@donner-kern.schule; b.kieslinger@donner-kern.schule,www.donner-kern.schule,"Krause, Belma; Kieslinger,Bastian",Vyšší odborná škola
06Y04,Dreilinden-Gymnasium,Dreilindenstr. 49,14109,Berlin (Nikolassee),+49 30 8031087,sekretariat@dreilinden-gymnasium.de,www.dreilinden-gymnasium.de,"Stiller, Jens",Gymnázium
10P19,DRK - Schule für soziale Berufe Berlin gGmbH,Meeraner Str. 5,12681,Berlin (Marzahn),+49 17632042034,schule@drk-berlin.de,www.drk-schule.berlin,"Wischnewski, Daniela",Vyšší odborná škola
06Y02,Droste-Hülshoff-Gymnasium,Schönower Str. 8,14165,Berlin (Zehlendorf),+49 30 84508466,schulbuero@droste-berlin.de,droste-berlin.de,"Seydel, Christian",Gymnázium
07Y07,Eckener-Gymnasium,Kaiserstr. 17-21,12105,Berlin (Mariendorf),+49 30 902777448,info@eckener-gymnasium.de,www.eckener-gymnasium.de,"Reich, Heike",Gymnázium
12P15,EJF - Fachschule für soziale Berufe,Keilerstr. 17A,13503,Berlin (Heiligensee),+49 30 4306710,info-fachschule@ejf.de,www.ejf.de,"Grigoleit, Kerstin",Vyšší odborná škola
03B07,Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen),Mandelstr. 6-8,10409,Berlin (Prenzlauer Berg),+49 30 42185411,info@oszeos.de,www.oszeos.de,"Grimm, Katrin",Odborné gymnázium
09P20,Elisabeth-Schulen,Edisonstraße 63,12459,Berlin (Oberschöneweide),+49 30 22183860,elisabeth-schulen@hoffbauer-bildung.de,www.elisabeth-schulen.de,"Friedrich, Bernd",Vyšší odborná škola
12B02,Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik),Cyclopstr. 1-5,13437,Berlin (Wittenau),+49 30 4147210,sekretariat@emilfischerschule.de,www.emilfischerschule.de,"Brandenburg-Kühne, Nicole",Vyšší odborná škola
09Y11,Emmy-Noether-Gymnasium,Pablo-Neruda-Str. 6-7,12559,Berlin (Köpenick),+49 30 6542160,sekretariat@noether-gymnasium.de,www.noether-gymnasium.de,"Arndt, Heike",Gymnázium
08Y04,Ernst-Abbe-Gymnasium,Sonnenallee 79,12045,Berlin (Neukölln),+49 30 225013030,sekretariat@ernst-abbe.schule.berlin.de,www.ernst-abbe.de,"Großmann, Lutz",Gymnázium
04S05,Ernst-Adolf-Eschke-Schule für Gehörlose,Waldschulallee 29,14055,Berlin (Westend),+49 30 902925000,sekretariat@eschke.schule.berlin.de,eschke-schule.de,"Möbius, Ulrich",Odborné učiliště / škola praxe
12B03,Ernst-Litfaß-Schule (OSZ Mediengestaltung und Medientechnologie),Cyclopstr. 1-5,13437,Berlin (Wittenau),+49 30 4147920,litfass@ernst-litfass-schule.de,ernst-litfass-schule.de,"Förster, Mike",Vyšší odborná škola
12P13,Euro Akademie Berlin,Berliner Str. 66,13507,Berlin (Tegel),+49 30 43557030,berlin@euroakademie.de,www.euroakademie.de/standorte/berlin.html,"Schoefer, M.; Köszeghy, S.; Romrod, F.",Střední odborná škola (SOŠ)
12Y02,Europäisches Gymnasium Bertha-von-Suttner,Reginhardstr. 172,13409,Berlin (Reinickendorf),+49 30 491 60 57,12Y02@12Y02.schule.berlin.de,www.bertha-von-suttner.de,"Junge-Ehmke, Anke",Gymnázium
12P03,Evangelische Schule Frohnau,Benediktinerstr. 11-19,13465,Berlin (Frohnau),+49 30 509305310,sekretariat@ev-frohnau.de,www.ev-frohnau.de,"Behnken, Christine",Gymnázium
09P07,Evangelische Schule Köpenick (Gymnasium),Grüne Trift 169,12557,Berlin (Köpenick),+49 30 32532401,leitung@ev-schule-koepenick.de,www.ev-schule-koepenick.de,"Tiedje, Michael",Gymnázium
04P11,Evangelisches Gymnasium zum Grauen Kloster,Salzbrunner Str. 41,14193,Berlin (Schmargendorf),+49 30 8254011,sekretariat@graues-kloster.de,www.graues-kloster.de,"Dr. Martinez Moreno, Annette",Gymnázium
12P23,Eventus - Fachschule für Sozialpädagogik,Dianastr. 42-43,13469,Berlin (Waidmannslust),+49 30 23535239,schulleitung@eventusfachschule.de,eventusfachschule.de,"Wieland, Emese",Vyšší odborná škola
12P26,Fachschule für Sozialpädagogik am Elisabethstift Berlin,Berliner Str. 118,13467,Berlin (Hermsdorf),+49 30 40507233,fachschule@elisabethstift-berlin.de,www.elisabethstift-berlin.de/fachschule,"Schweitzer, Johanna",Vyšší odborná škola
03Y13,Felix-Mendelssohn-Bartholdy-Gymnasium,Pasteurstr. 7,10407,Berlin (Prenzlauer Berg),+49 30 4208274 00,sekretariat@fmbg.schule.berlin.de,www.fmbg-berlin.de,"Tschiche, Pierre",Gymnázium
06Y09,Fichtenberg-Oberschule,Rothenburgstr. 18,12165,Berlin (Steglitz),+49 30 902992354,info@fichtenberg-oberschule.net,fichtenberg-oberschule.net,"Golus-Steiner, Andreas",Gymnázium
02P19,FORUM Berufsbildung e.V.,Charlottenstr. 2,10969,Berlin (Kreuzberg),+49 30 2590080,info@forum-berufsbildung.de,www.forum-berufsbildung.de,Hida; Loesener; Schässburger; Fichtmair,Vyšší odborná škola
01Y07,Französisches Gymnasium,Derfflingerstr. 7,10785,Berlin (Tiergarten),+49 30 25758910,sekretariat@fg-berlin.eru,www.fg-berlin.eu,"Dzembritzki, Nikola",Gymnázium
06P20,Freie Schule Anne-Sophie Berlin,Clayallee 328-334,14169,Berlin (Zehlendorf),+49 30 8471463910,info.berlin@freie-schule-anne-sophie.de,www.freie-schule-anne-sophie.de,"Tscherniak, A.; Herzig, Ch.; Rockenstein, A.",Gymnázium
05Y01,Freiherr-vom-Stein-Gymnasium,Galenstr. 40-44,13597,Berlin (Spandau),+49 30 3309653,freiherr-vom-stein-gymnasium@t-online.de,www.steingymnasium.de,"Verch, Norbert",Gymnázium
04Y07,Friedrich-Ebert-Gymnasium,Blissestr. 22,10713,Berlin (Wilmersdorf),+49 30 8974510,bock@feo-berlin.de,feoberlin.de,"Bock, Marc-Thomas",Gymnázium
12Y01,Friedrich-Engels-Gymnasium,Emmentaler Str. 67,13407,Berlin (Reinickendorf),+49 30 4955056,12Y01@12Y01.schule.berlin.de,www.feg.berlin,"Dr. Hellmuth, Doris",Gymnázium
11B04,Friedrich-List-Schule (OSZ Büromanagement und Wirtschaftssprachen),Marktstr. 2-3,10317,Berlin (Rummelsburg),+49 30 55779060,info@fls-berlin.de,www.fls-berlin.de,"Kühn, Christian",Vyšší odborná škola
01P55,FRÖBEL Akademie gGmbH - Fachschule für Sozialpädagogik,Leipziger Str. 54,10117,Berlin (Mitte),+49 30 21235280,berlin@froebel-akademie.de,froebel-akademie.de,"Wildt, Christoph",Vyšší odborná škola
12P24,G.A.L.B Förderung gGmbH,Holzhauser Str. 180,13509,Berlin (Borsigwalde),+49 30 409998000,klaus.aleker-owens@galb-berlin.de,www.galb-berlin.de,"Aleker-Owens, Klaus",Vyšší odborná škola
12Y04,Gabriele-von-Bülow-Gymnasium,Tile-Brügge-Weg 63,13509,Berlin (Tegel),+49 30 210052460,12Y04@12Y04.schule.berlin.de,www.gvb-berlin.de,"Briesemeister, Heike",Gymnázium
09Y10,Gebrüder-Montgolfier-Gymnasium,Ellernweg 20-22,12487,Berlin (Johannisthal),+49 30 6316677,sekretariat@gemont.de,www.gemont.de,"Teichmann, Kerstin",Gymnázium
07Y09,Georg-Büchner-Gymnasium,Lichtenrader Damm 224,12305,Berlin (Lichtenrade),+49 30 902778208,sekretariat@gbgonline.de,www.gbgonline.de,"Zimmermann, Jan",Gymnázium
02Y04,Georg-Friedrich-Händel-Gymnasium,Frankfurter Allee 6A,10247,Berlin (Friedrichshain),+49 30 2250279011,sekretariat@haendelgym.de,www.haendelgym.de,"Klee, Meike",Gymnázium
12Y05,Georg-Herwegh-Gymnasium,Fellbacher Str. 18-19,13467,Berlin (Hermsdorf),+49 30 4042070,mail@herwegh-gymnasium.de,www.herwegh-gymnasium.de,"Toll, Kolja",Gymnázium
12B01,Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik),Kühleweinstr. 5,13409,Berlin (Reinickendorf),+49 30 4979060,schulbuero@osz-gss.de,www.gs-schule.de,"Stahn, Hartmut",Odborné gymnázium
09Y06,Gerhart-Hauptmann-Gymnasium,Bruno-Wille-Str. 37-39,12587,Berlin (Friedrichshagen),+49 30 6451839,sekretariat@ghs-berlin.de,www.ghs-berlin.de,"Hähnert, Thomas",Gymnázium
10P03,Gesellschaft für Pflege- und Sozialberufe gGmbH,Bitterfelder Str. 13,12681,Berlin (Marzahn),+49 30 9302070,info@gfp-berlin.de,www.gfp-berlin.de,"Metzner, Andrea; Raeder, Steffen; Kreis, Cornelia",Střední odborná škola (SOŠ)
04Y11,Goethe-Gymnasium,Gasteiner Str. 23,10717,Berlin (Wilmersdorf),+49 30 8649960,info.goethe-gymnasium@t-online.de,goethe-gymnasium.berlin,"Meurer, Arienne",Gymnázium
06Y11,Goethe-Gymnasium Lichterfelde,Drakestr. 72-7,12205,Berlin (Lichterfelde),+49 30 84416730,sekretariat@goethe-lichterfelde.schule.berlin.de,www.goethe-gymnasium-lichterfelde.de,"Gläser, Constantin",Gymnázium
04Y04,Gottfried-Keller-Gymnasium,Olbersstr. 38,10589,Berlin (Charlottenburg),+49 30 902927310,kontakt@gks-berlin.de,www.gks-berlin.de,"Kany, Uwe",Gymnázium
01P39,GPB College gGmbH,Beuthstr. 8,10117,Berlin (Mitte),+49 30 39048148,info@gpb-college.de,www.gpb-college.de,"Hartmann, Sven",Odborné učiliště / škola praxe
03P15,GPB-College gGmbH,Storkower Str. 115A,10407,Berlin (Prenzlauer Berg),+49 30 39048171,pankow@gpb-college.de,www.gpb-college.de,"Fleischer, Jörg",Vyšší odborná škola
06Y13,Gymnasium Steglitz,Heesestr. 15,12169,Berlin (Steglitz),+49 30 93951937,sekretariat@gymnasiumsteglitz.de,www.gymnasiumsteglitz.de,"Lükemann, Antje Florentine",Gymnázium
01Y12,Gymnasium Tiergarten,Altonaer Str. 26,10555,Berlin (Hansaviertel),+49 30 398009710,sekretariat@gymnasium-tiergarten.de,www.gymnasium-tiergarten.de,"Lingnau, Ariane",Gymnázium
08Y06,Hannah-Arendt-Gymnasium,Elfriede-Kuhr-Str. 17,12355,Berlin (Rudow),+49 30 6097180,sekretariat@hag-berlin.net,www.hag-berlin.net,"Ulrich, Torsten",Gymnázium
02B02,Hans-Böckler-Schule (OSZ Konstruktionsbautechnik),Lobeckstr. 76,10969,Berlin (Kreuzberg),+49 30 61670510,info@osz-kt.de,osz-kt.de,"Seypt, Karen",Odborné učiliště / škola praxe
05Y03,Hans-Carossa-Gymnasium,Am Landschaftspark Gatow 40,14089,Berlin (Kladow),+49 30 36996511,Sekretariat@05Y03.schule.berlin.de,www.hcg-berlin.de,"Rußbült, Henning",Gymnázium
04B02,Hans-Litten-Schule (OSZ Recht und Wirtschaft),Danckelmannstr. 26-28,14059,Berlin (Charlottenburg),+49 30 901893200,sekretariat@hans-litten-schule.de,www.hlsberlin.de,"Finger, Jens",Vyšší odborná škola (FOS)
11Y05,Hans-und-Hilde-Coppi-Gymnasium,Römerweg 30-32,10318,Berlin (Karlshorst),+49 30 5098116,sekretariat@coppi-gym.de,www.coppi-gym.de,"Gosse, Ulf",Gymnázium
11B01,Hein-Moeller-Schule (OSZ Energietechnik II),Allee der Kosmonauten 18,10315,Berlin (Lichtenberg),+49 30 549330,sekretariat@hein-moeller.schule,www.hein-moeller-schule.de,"Herrmann, Veit",Střední odborná škola (SOŠ)
02Y03,Heinrich-Hertz-Gymnasium,Rigaer Str. 81-82,10247,Berlin (Friedrichshain),+49 30 42262080,sekretariat@hhgym.de,hhgym.de,"Wesche,Corinna",Gymnázium
03Y04,Heinrich-Schliemann-Gymnasium,Dunckerstr. 64,10439,Berlin (Prenzlauer Berg),+49 30 4468950,sekretariat@hsg-berlin.eu,www.hsg-berlin.de,"Pietraßyk-Kendziorra, Sascha",Gymnázium
04Y06,Heinz-Berggruen-Gymnasium,Bayernallee 4,14052,Berlin (Westend),+49 30 902928702,Info@hbgym.de,www.hbgym.de,"Gebauer-Kwee, Dirk",Gymnázium
04Y05,Herder-Gymnasium,Westendallee 45-46,14052,Berlin (Westend),+49 30 902927800,sekretariat@herder-gymnasium.eu,www.herder-gymnasium.eu,"Schallbruch, Karin",Gymnázium
06Y08,Hermann-Ehlers-Gymnasium,Elisenstr. 3-4,12169,Berlin (Steglitz),+49 30 902992353,sekretariat@heg.schule.berlin.de,hermann-ehlers-schule.de,"Kötterheinrich-Wedekind, Tilmann",Gymnázium
02Y08,Hermann-Hesse-Gymnasium,Böckhstr. 16,10967,Berlin (Kreuzberg),+49 30 666434090,kontakt@hhg-kreuzberg.de,hesse-kreuzberg.de,"Roschke, Sylke",Gymnázium
09B03,Hermann-Scheer-Schule (OSZ Wirtschaft),Helmholtzstr. 37,12459,Berlin (Oberschöneweide),+49 30 5389580,sekretariat@hs-osz.de,www.hermann-scheer-schule.de,"Kucharzewski, Sibylle",Odborné gymnázium
04Y08,Hildegard-Wegscheider-Gymnasium,Lassenstr. 16-20,14193,Berlin (Grunewald),+49 30 897454210,wegscheider-gymnasium@gmx.de,www.wegscheider-gymnasium.de,"Krause, Ulrike",Gymnázium
07P17,Humanistische Fachschule für Sozialpädagogik,Ullsteinstr. 130,12109,Berlin (Tempelhof),+49 30 27576786,fachschule@hvd-bb.de,humanistisch.de/fachschule,"Dr. Billeb, Konstanze",Vyšší odborná škola
12Y03,Humboldt-Gymnasium,Hatzfeldtallee 2-4,13509,Berlin (Tegel),+49 30 4337008,12Y03@12Y03.schule.berlin.de,www.humboldtschule-berlin.de,"Roth, Martin",Gymnázium
08P15,IB-Berlin-Brandenburg gGmbH - Medizinische Akademie Berlin,Neuköllnische Allee 10,12057,Berlin (Neukölln),+49 30 68298471,sozialberufe-berlin@ib.de,www.med-akademie.de,"Hoghe, Sandra",Vyšší odborná škola
11Y11,Immanuel-Kant-Gymnasium,Lückstr. 63,10317,Berlin (Rummelsburg),+49 30 5139748,sekretariat@kant-gymnasium.de,www.kant-gymnasium.de,"Niedermöller, Arnd",Gymnázium
03Y17,Inge-Deutschkron-Gymnasium,Kopenhagener Str. 83-87,13158,Berlin (Wilhelmsruh),+49 30 405771260,03Y17@03Y17.schule.berlin.de,www.idg.berlin,"Schäffer, Katrin",Gymnázium
06S05,J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex,Rothenburgstr. 14,12165,Berlin (Steglitz),+49 30 902992390,sekretariat@zeune-schule.de,www.zeune-schule.de,"Röhl, Ellen",Odborná škola se speciální pedagogikou
02B05,Jane-Addams-Schule (OSZ Sozialwesen),Straßmannstr. 14-16,10249,Berlin (Friedrichshain),+49 30 4202760,kontakt@osz-jas.de,www.osz-soz.de,"Vielrose, Nicole",Odborné učiliště / škola praxe
11Y02,Johann-Gottfried-Herder-Gymnasium,Franz-Jacob-Str. 8,10369,Berlin (Fennpfuhl),+49 30 97609567,sekretariat@jgherder.de,www.jgherder.de,"Wagner, Martin",Gymnázium
01Y02,John-Lennon-Gymnasium,Zehdenicker Str. 17,10119,Berlin (Mitte),+49 30 40500110,sekretariat@jlgym-berlin.de,www.jlgym-berlin.de,"Berisha, Antoneta",Gymnázium
04P23,Jüdische Traditionsschule,Westfälische Str. 15,10709,Berlin (Wilmersdorf),+49 30 32678897,heike.michalak@jschule.de,www.jschule.de,"Michalak, Heike",Gymnázium
